15.5085,-119.9501,-158.7763,55.7723,-166.6251,89.9984,-0.0027494,-586.8992,-690.1856,747.3559,45.265,173.821,-0.81132,-1.0574,7.0587,0.93932,0.34094,-0.011215,0.02243,13.6368,3.7503,-25.2633,-4.6197,4.1659,-0.48083,0,0,0,0,0,0,0,-1.059,4,0.0015509,0,0,00000000,00000000
29.4194,-119.9645,-158.7763,55.7709,-166.6244,89.9977,-0.000673,-587.0825,-690.0455,747.3505,45.2902,173.815,-0.81009,-1.0071,7.0541,0.93484,0.34319,-0.0067291,0.02243,13.0281,4.2837,-25.2974,-4.6548,4.11,-0.42258,0,0,0,0,0,0,0,-1.01,4,0.0029419,0,0,00000000,00000000
37.9971,-119.972,-158.7776,55.7709,-166.6265,89.9963,-0.000673,-587.1812,-689.9742,747.3224,45.3017,173.8125,-0.80437,-0.98877,7.0496,0.94604,0.33197,-0.0044861,0.02243,12.3952,3.8698,-24.6528,-4.5943,4.0473,-0.39635,0,0,0,0,0,0,0,-0.99257,4,0.0037997,0,0,00000000,00000000
44.0685,-119.9837,-158.7769,55.7716,-166.6244,89.9997,-0.000673,-587.3105,-689.8534,747.3438,45.3189,173.8055,-0.81099,-0.90179,7.077,0.93259,0.33197,-0.0044861,0.033646,11.3232,5.1904,-25.945,-5.0157,3.9978,-0.13838,0,0,0,0,0,0,0,-0.9062,4,0.0044068,0,0,00000000,00000000
53.1325,-119.9885,-158.7783,55.7716,-166.6265,89.9991,-0.002039,-587.3733,-689.8121,747.3152,45.324,173.804,-0.8055,-0.90179,7.0496,0.94604,0.32076,-0.015701,0.011215,11.1481,4.2524,-24.5326,-4.8292,3.783,-0.4458,0,0,0,0,0,0,0,-0.90711,4,0.0053133,0,0,00000000,00000000
65.7413,-119.9981,-158.7756,55.7716,-166.6278,89.9977,0.00068665,-587.4783,-689.6812,747.3536,45.3431,173.8008,-0.8071,-0.76904,7.0496,0.91242,0.33646,-0.011215,0.015701,13.1361,4.7916,-25.8702,-4.9318,4.1729,-0.49859,0,0,0,0,0,0,0,-0.77562,4,0.0065741,0,0,00000000,00000000
76.5039,-119.9988,-158.7763,55.7709,-166.6265,89.9991,-0.001356,-587.4891,-689.6908,747.3437,45.3408,173.8,-0.80765,-0.51727,7.1045,0.94829,0.34543,-0.015701,0.020187,12.8737,4.3565,-26.3753,-4.8745,4.0714,-0.4384,0,0,0,0,0,0,0,-0.52492,4,0.0076504,0,0,00000000,00000000
84.5063,-120.0002,-158.7769,55.7709,-166.6265,89.9977,-0.002039,-587.5118,-689.6818,747.3331,45.3421,173.8009,-0.80609,-0.55389,7.0313,0.95277,0.34543,-0.011215,0.017944,17.4408,0.98402,-24.0373,-3.9317,4.6311,-0.8796,0,0,0,0,0,0,0,-0.56234,4,0.0084506,0,0,00000000,00000000
91.4938,-119.9995,-158.7769,55.7729,-166.6244,89.9984,-0.000673,-587.4993,-689.6814,747.3514,45.3433,173.801,-0.8126,-0.13733,7.0816,0.94156,0.3387,-0.011215,0.015701,15.1395,2.9185,-25.8668,-4.6131,4.4761,-0.69404,0,0,0,0,0,0,0,-0.14648,4,0.0091494,0,0,00000000,00000000
100.4959,-119.9981,-158.7756,55.7729,-166.6251,89.9991,-0.0027494,-587.4702,-689.6835,747.3704,45.3379,173.8019,-0.81391,0.50812,7.0633,0.93259,0.32748,-0.011215,0.013458,8.4717,6.572,-25.4598,-5.2418,3.4528,-0.16271,0,0,0,0,0,0,0,0.49807,4,0.01005,0,0,00000000,00000000
109.5271,-119.9947,-158.7763,55.7709,-166.6272,89.9984,-0.0034324,-587.4379,-689.7318,747.3415,45.3315,173.803,-0.80634,0.25635,7.0908,0.93035,0.32076,-0.011215,0.024673,16.957,1.8375,-26.3752,-4.731,4.9244,-0.73741,0,0,0,0,0,0,0,0.24539,4,0.010953,0,0,00000000,00000000
117.507,-119.9926,-158.779,55.7736,-166.6272,89.9997,-0.001356,-587.4178,-689.7627,747.3138,45.3312,173.8016,-0.80681,0.81482,7.1045,0.93932,0.34094,-0.0089722,0.026917,12.0621,5.012,-26.6357,-5.029,4.0709,-0.27803,0,0,0,0,0,0,0,0.80307,4,0.011751,0,0,00000000,00000000
127.5076,-119.983,-158.7763,55.7736,-166.6251,89.9963,-0.001356,-587.2982,-689.8358,747.3635,45.3178,173.8098,-0.81275,0.72784,7.1045,0.92811,0.33421,-0.011215,0.015701,15.989,2.9813,-26.9901,-4.8606,4.7406,-0.74882,0,0,0,0,0,0,0,0.71509,4,0.012751,0,0,00000000,00000000
138.0329,-119.9768,-158.7756,55.7702,-166.6265,89.9984,-0.0034324,-587.2224,-689.9144,747.3505,45.3044,173.8101,-0.80728,0.82855,7.0816,0.94604,0.34319,-0.015701,0.033646,13.8397,3.6388,-25.7477,-4.6851,4.1812,-0.35361,0,0,0,0,0,0,0,0.81475,4,0.013803,0,0,00000000,00000000
149.6205,-119.9665,-158.779,55.7695,-166.6272,89.9997,0.00068665,-587.1196,-690.054,747.2909,45.2944,173.81,-0.80046,0.80109,7.0953,0.91914,0.32524,-0.017944,0.017944,14.9868,3.5514,-26.9294,-5.0832,4.5559,-0.63558,0,0,0,0,0,0,0,0.78612,4,0.014962,0,0,00000000,00000000
155.6392,-119.959,-158.7769,55.7723,-166.6258,89.9991,-0.0027494,-587.0079,-690.0997,747.343,45.2783,173.8165,-0.80952,0.92011,7.0129,0.95053,0.323,-0.017944,0.02243,11.942,3.4094,-23.2973,-4.483,3.7557,-0.38174,0,0,0,0,0,0,0,0.90454,4,0.015564,0,0,00000000,00000000
166.6164,-119.9336,-158.7763,55.7723,-166.6237,89.9997,-0.001356,-586.7008,-690.3585,747.3604,45.2418,173.8259,-0.8138,0.91553,7.0496,0.91914,0.32748,-0.013458,0.026917,13.1506,4.2936,-25.5499,-4.9187,4.1738,-0.37472,0,0,0,0,0,0,0,0.89887,4,0.016662,0,0,00000000,00000000
180.62,-119.9219,-158.7776,55.7702,-166.6251,89.9984,-0.001356,-586.5761,-690.4981,747.3232,45.2242,173.8306,-0.806,0.92926,7.0862,0.93932,0.34543,-0.011215,0.02243,13.1697,4.3826,-26.1329,-4.8133,4.1411,-0.42908,0,0,0,0,0,0,0,0.9112,4,0.018062,0,0,00000000,00000000
187.6267,-119.9089,-158.7783,55.7702,-166.6258,89.9991,-0.0041154,-586.4169,-690.6394,747.3099,45.1999,173.8358,-0.80406,0.95215,7.1136,0.94156,0.32524,-0.0089722,0.031403,12.5349,4.2985,-26.6861,-5.1056,4.2434,-0.27895,0,0,0,0,0,0,0,0.93339,4,0.018763,0,0,00000000,00000000
197.6193,-119.891,-158.7763,55.7743,-166.6278,89.997,-0.0034324,-586.1794,-690.7694,747.3584,45.1746,173.8454,-0.80943,1.0895,7.0862,0.93708,0.33421,-0.0089722,0.031403,10.4621,5.6784,-26.0794,-5.1203,3.802,-0.0946,0,0,0,0,0,0,0,1.0697,4,0.019762,0,0,00000000,00000000
205.6675,-119.8745,-158.7749,55.7723,-166.6265,89.9984,-0.001356,-585.9814,-690.9415,747.3726,45.1525,173.8499,-0.81087,1.236,7.0084,0.93259,0.34767,-0.011215,0.02243,8.1922,6.8936,-23.9894,-4.8257,3.1395,-0.016077,0,0,0,0,0,0,0,1.2154,4,0.020567,0,0,00000000,00000000
213.6971,-119.8608,-158.7776,55.7702,-166.6278,89.9984,-0.001356,-585.8358,-691.1165,747.3141,45.1312,173.8537,-0.80149,1.2955,7.1182,0.95053,0.31627,-0.0089722,0.026917,6.8727,6.9763,-26.3785,-5.5744,3.3706,0.12394,0,0,0,0,0,0,0,1.2741,4,0.02137,0,0,00000000,00000000
219.6161,-119.8388,-158.7756,55.7736,-166.6285,89.997,-0.0027494,-585.5486,-691.2988,747.3628,45.0964,173.8653,-0.80808,1.3046,7.0953,0.92811,0.32973,-0.015701,0.015701,7.5999,7.5842,-26.5985,-5.5976,3.3423,-0.044395,0,0,0,0,0,0,0,1.2827,4,0.021962,0,0,00000000,00000000
