145.5163,-119.9974,-162.7315,55.7764,-166.6278,89.9963,-0.001356,-607.7759,-724.8131,684.4386,45.085,172.7127,5.1345,0.027466,6.6193,1.0111,0.30954,-0.011215,0.038132,5.5612,8.0034,-6.5035,-2.4693,1.351,0.39734,0,0,0,0,0,0,0,0.0231,4,0.0043655,0,0,16226668,00000000,00000000
159.7031,-119.9961,-162.7329,55.7716,-166.6292,89.9963,-0.000673,-607.7797,-724.8628,684.3826,45.0834,172.7108,5.1458,0.032043,6.6101,1.02,0.27814,-0.013458,0.031403,4.7758,7.0638,-5.6833,-2.5445,1.3252,0.32257,0,0,0,0,0,0,0,0.027252,4,0.0047911,0,0,16226668,00000000,00000000
168.6905,-119.9961,-162.7321,55.7723,-166.6306,89.997,-0.0047984,-607.7658,-724.8528,684.394,45.077,172.7117,5.1455,0.054932,6.6055,1.0312,0.28262,-0.0089722,0.031403,4.204,7.0384,-5.2146,-2.3863,1.2124,0.35812,0,0,0,0,0,0,0,0.049871,4,0.0050607,0,0,16226668,00000000,00000000
182.3075,-119.9974,-162.7321,55.7723,-166.6285,89.997,-0.0034324,-607.7876,-724.8429,684.4005,45.0813,172.7112,5.1423,0.032043,6.6147,1.0178,0.25795,-0.0089722,0.020187,4.6448,6.6658,-5.7286,-2.6774,1.491,0.17574,0,0,0,0,0,0,0,0.026574,4,0.0054692,0,0,16226668,00000000,00000000
189.329,-119.9981,-162.7329,55.7743,-166.6285,89.9984,-0.0054815,-607.7874,-724.8329,684.4015,45.0791,172.7108,5.1397,0.0091553,6.6513,1.038,0.27365,-0.0089722,0.02916,4.9351,6.5738,-6.2906,-2.5787,1.4823,0.27297,0,0,0,0,0,0,0,0.0034754,4,0.0056799,0,0,16226668,00000000,00000000
211.002,-119.9974,-162.7294,55.7716,-166.6292,89.9956,-0.0034324,-607.7789,-724.8202,684.4386,45.0817,172.7129,5.1409,0.036621,6.6193,1.029,0.29608,-0.011215,0.020187,6.4137,6.3684,-5.8322,-2.2396,1.5211,0.072668,0,0,0,0,0,0,0,0.030291,4,0.0063301,0,0,16226668,00000000,00000000
221.564,-119.9954,-162.7308,55.7716,-166.6292,89.997,-0.0034324,-607.7563,-724.8552,684.4164,45.0782,172.7121,5.1424,0.18311,6.6101,1.0424,0.26692,-0.013458,0.017944,2.854,6.9406,-4.8525,-2.5066,1.0148,0.2531,0,0,0,0,0,0,0,0.17646,4,0.0066469,0,0,16226668,00000000,00000000
227.5455,-119.9933,-162.7342,55.7736,-166.632,89.9963,-0.0034324,-607.738,-724.8862,684.3643,45.075,172.7123,5.1489,0.31586,6.6238,1.0335,0.29832,-0.015701,0.031403,1.8421,8.9419,-5.7997,-2.6548,0.70257,0.54124,0,0,0,0,0,0,0,0.30903,4,0.0068264,0,0,16226668,00000000,00000000
237.5367,-119.9974,-162.7315,55.7723,-166.632,89.9977,-0.002039,-607.7791,-724.8283,684.4009,45.083,172.7092,5.1462,0.29297,6.6284,1.038,0.30281,-0.011215,0.026917,2.7484,8.4221,-5.8355,-2.4967,0.87762,0.42269,0,0,0,0,0,0,0,0.28584,4,0.0071261,0,0,16224667,00000000,00000000
247.6963,-119.9961,-162.7329,55.7716,-166.6272,89.9963,-0.0041154,-607.7789,-724.8702,684.389,45.0784,172.7126,5.1427,0.6958,6.6147,1.0133,0.26019,-0.002243,0.02916,0.52264,9.1,-5.906,-3.0455,0.87647,0.599,0,0,0,0,0,0,0,0.68837,4,0.0074309,0,0,16224667,00000000,00000000
