11.4945,-119.9542,-158.7763,55.7729,-166.6244,89.9984,-0.001356,-586.9491,-690.14,747.362,45.2735,173.8191,-0.81341,-1.1169,7.1732,0.73307,0.32748,-0.0044861,0.015701,19.4605,8.4312,-35.7694,-7.209,6.2071,-0.79581,0,0,0,0,0,0,0,-1.1181,4,0.0011494,0,0,00000000,00000000
20.5241,-119.9631,-158.7769,55.7695,-166.6265,89.9963,0,-587.0757,-690.0669,747.3254,45.2892,173.8155,-0.80329,-1.1215,7.1777,0.73756,0.34094,-0.002243,0.024673,19.7041,8.5614,-35.8842,-7.0828,6.1989,-0.69033,0,0,0,0,0,0,0,-1.1236,4,0.0020524,0,0,00000000,00000000
28.9487,-119.972,-158.7763,55.7688,-166.6265,89.9997,-0.002039,-587.1712,-689.9795,747.3321,45.2987,173.8096,-0.80464,-1.1581,7.2098,0.74876,0.3387,-0.002243,0.002243,20.6378,7.817,-36.4499,-7.0838,6.4104,-1.0655,0,0,0,0,0,0,0,-1.161,4,0.0028949,0,0,00000000,00000000
37.0875,-119.9823,-158.7763,55.7695,-166.6292,90.0011,-0.0027494,-587.2849,-689.8654,747.3271,45.3128,173.8041,-0.80216,-1.0437,7.2327,0.72186,0.35216,-0.0044861,0.015701,19.5677,9.9818,-38.203,-7.5767,6.2936,-0.74801,0,0,0,0,0,0,0,-1.0474,4,0.0037088,0,0,00000000,00000000
45.1207,-119.9878,-158.7769,55.7702,-166.6272,89.9997,-0.002039,-587.3596,-689.8137,747.327,45.3228,173.8035,-0.80476,-1.0391,7.2006,0.72859,0.32973,-0.0044861,0.02916,18.7539,9.2799,-36.7765,-7.4824,6.1781,-0.54787,0,0,0,0,0,0,0,-1.0436,4,0.0045121,0,0,00000000,00000000
54.9726,-119.9892,-158.7749,55.7688,-166.6285,89.9984,-0.001356,-587.372,-689.7834,747.3466,45.3261,173.8038,-0.80315,-0.94757,7.2281,0.72186,0.33421,-0.002243,0.026917,17.7212,10.4684,-37.8792,-7.7863,6.1123,-0.46864,0,0,0,0,0,0,0,-0.95307,4,0.0054973,0,0,00000000,00000000
60.4628,-119.9967,-158.7769,55.7688,-166.6278,90.0004,-0.002039,-587.469,-689.7301,747.317,45.336,173.7988,-0.80194,-0.88348,7.2281,0.72859,0.34767,-0.002243,0.015701,20.4371,9.0689,-37.7978,-7.4022,6.4495,-0.83622,0,0,0,0,0,0,0,-0.88953,4,0.0060463,0,0,00000000,00000000
68.4837,-119.9995,-158.7763,55.7709,-166.6278,89.9977,-0.0041154,-587.4958,-689.6804,747.3392,45.3379,173.8018,-0.80506,-0.75989,7.2281,0.74652,0.32973,-0.002243,0.02243,21.96,7.0191,-37.0146,-7.1534,6.7337,-0.92139,0,0,0,0,0,0,0,-0.76674,4,0.0068484,0,0,00000000,00000000
78.4904,-119.9981,-158.7756,55.7695,-166.6278,89.997,-0.001356,-587.4847,-689.6939,747.3422,45.3401,173.8018,-0.80374,-0.19226,7.1228,0.74652,0.32748,-0.0044861,0.011215,20.6745,6.8275,-33.7941,-6.6276,6.2227,-0.98488,0,0,0,0,0,0,0,-0.20011,4,0.007849,0,0,00000000,00000000
91.5104,-119.9981,-158.7769,55.7709,-166.6258,90.0004,-0.002039,-587.4812,-689.7084,747.3354,45.3383,173.7993,-0.8082,0.41199,7.2418,0.72635,0.34543,0,0.020187,15.9569,11.7531,-38.238,-7.9056,5.8201,-0.39483,0,0,0,0,0,0,0,0.40284,4,0.009151,0,0,00000000,00000000
102.5046,-119.992,-158.7769,55.7723,-166.6272,89.9997,-0.001356,-587.403,-689.7585,747.3385,45.3302,173.8021,-0.80788,0.72784,7.1915,0.75773,0.35216,-0.002243,0.02243,18.4643,8.9706,-35.7112,-6.9901,5.9184,-0.62261,0,0,0,0,0,0,0,0.71759,4,0.01025,0,0,00000000,00000000
118.504,-119.981,-158.7735,55.7681,-166.6278,89.9984,-0.0034324,-587.2661,-689.862,747.3667,45.3106,173.8082,-0.80523,0.92926,7.1777,0.7241,0.3387,-0.002243,0.0089722,17.475,10.2582,-36.3489,-7.4486,5.9017,-0.68816,0,0,0,0,0,0,0,0.91741,4,0.01185,0,0,00000000,00000000
130.4497,-119.972,-158.7756,55.7702,-166.6258,89.9997,-0.002039,-587.1636,-689.9663,747.3528,45.2989,173.8103,-0.80882,0.80566,7.1548,0.74204,0.32748,-0.0044861,0.020187,18.8582,8.3052,-34.9353,-7.0499,6.0377,-0.70239,0,0,0,0,0,0,0,0.79262,4,0.013045,0,0,00000000,00000000
