Time [sec], q1 (deg), q2 (deg), q3 (deg), q4 (deg), q5 (deg), q6 (deg), Px (mm), Py (mm), Pz (mm), Rx (deg), Ry (deg), Rz (deg), c1 (A), c2 (A), c3 (A), c4 (A), c5 (A), c6 (A), Fx R (N), Fy R (N), Fz R (N), Tx R (Nm), Ty R (Nm), Tz R (Nm), Fx A (N), Fy A (N), Fz A (N), Tx A (Nm), Ty A (Nm), Tz A (Nm), Din, Dout
1648483115084.5022, -120.09700932836242, -162.9347536893885, 55.40083915051066, -166.4466183945556, 89.96953303059074, -0.02813036146778347, -611.5393926780959, -728.0357705753104, 679.4001002943758, 45.16859061934042, 172.5836746440806, 5.736174416534048, 0.2243042290210724, 6.939697742462158, 1.2666230201721191, 0.2377624809741974, -0.0897216871380806, -0.011215210892260075, -1.2518350915232257, 4.25566810833933, -7.197898563058423, -3.180872535049617, -0.1229112699823148, -0.04803211775221833, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483116086.4976, -120.09769234727942, -162.93131127404678, 55.40357122617867, -166.44454201704792, 89.97159574772009, -0.027447342550782197, -611.5215296211891, -727.9921332543387, 679.4795366110427, 45.170909484038056, 172.58368021848608, 5.722969699138292, 0.2609253227710724, 6.930542469024658, 1.2823156118392944, 0.2444916069507599, -0.0852356031537056, -0.01345825381577015, -2.1064174728537264, 4.226685915008315, -6.462460546608279, -2.9535270371584637, -0.3182339305327648, -0.025294880404743647, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483117087.11, -120.09769234727942, -162.92994523621277, 55.40288820726167, -166.4438589981309, 89.97227876663709, -0.026081304716779646, -611.518011554028, -727.9864718945163, 679.4997875911685, 45.172948536511285, 172.58295275083594, 5.7206664945222805, 0.2380371391773224, 6.948853015899658, 1.27783203125, 0.2579498589038849, -0.0852356031537056, -0.01570129580795765, -1.2638246167719864, 4.529017828470796, -7.265568633908194, -2.980138608069624, -0.1923890207220744, -0.09037513265570146, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483118088.1108, -120.09974140403042, -162.93407067047147, 55.40015613159366, -166.4452250359649, 89.96953303059074, -0.026081304716779646, -611.5773493260045, -728.0071253195695, 679.4113598628569, 45.17589610992851, 172.58217491820898, 5.734072582173608, 0.2288818657398224, 6.944275379180908, 1.2397211790084839, 0.2467346489429474, -0.1009368970990181, -0.02018737979233265, -0.3976853985792226, 5.153519470985324, -8.283476597711713, -3.468963894880674, -0.061230507373531244, -0.1933202186282885, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483119088.1453, -120.09905838511342, -162.93270463263747, 55.40220518834467, -166.4473014134726, 89.97021604950774, -0.026764323633780923, -611.54997746939, -727.9874275554964, 679.4398450482793, 45.17380433383827, 172.5825085401149, 5.731795114660606, 0.2609253227710724, 6.939697742462158, 1.2397211790084839, 0.2467346489429474, -0.0919647291302681, -0.01794433780014515, -0.970842975886286, 5.4276303033569, -8.142639942073833, -3.4357871840532983, -0.06840480691520678, -0.11743099566008064, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483120088.9143, -120.09905838511342, -162.93407067047147, 55.40083915051066, -166.4452250359649, 89.97227876663709, -0.027447342550782197, -611.5583502993227, -728.0151247072176, 679.415608928591, 45.17234224585981, 172.58059705699523, 5.7318700375235565, 0.2700805962085724, 6.912231922149658, 1.2711066007614136, 0.2243042290210724, -0.0874786451458931, -0.02467346377670765, -2.3167779184525714, 3.9793246208380157, -6.118238861369169, -3.0923034996156886, -0.27285560825139477, -0.16860563339711826, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483121089.881, -120.09700932836242, -162.9347536893885, 55.39807975408598, -166.44317597921392, 89.97296861574326, -0.027447342550782197, -611.5458910718869, -728.0645297858673, 679.393885721491, 45.169035959454945, 172.58037348422042, 5.733689941892444, 0.2151489406824112, 6.971741199493408, 1.2486884593963623, 0.2400055229663849, -0.0829925611615181, -0.011215210892260075, -0.4608748469301952, 4.928072563578745, -8.756952199322576, -3.471612726389563, 0.20517121290983237, -0.06724760806889675, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483122089.9177, -120.10179046078143, -162.93202161372048, 55.39947311267666, -166.4473014134726, 89.9709058986139, -0.024715266882777098, -611.5907884439708, -727.9676901700219, 679.4342688843868, 45.18069205961937, 172.5793425405534, 5.734546768277346, 0.2655029594898224, 6.962585926055908, 1.2576557397842407, 0.2601929008960724, -0.0897216871380806, -0.02018737979233265, -1.0460422364563773, 5.421572395597801, -8.347696891558105, -3.2996116719530577, -0.12157509962750526, -0.13888324578154937, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483123090.9167, -120.09974140403042, -162.93338765155448, 55.401522169427665, -166.4452250359649, 89.97159574772009, -0.024032247965775824, -611.5669488750241, -727.9952389273898, 679.4309027187733, 45.178771397497435, 172.58011850346722, 5.730180479994053, 0.2746582329273224, 6.939697742462158, 1.2643811702728271, 0.2310333549976349, -0.0942077711224556, -0.01570129580795765, -2.0497487903786333, 4.598922881308516, -7.210761574510714, -3.3386559268700617, -0.25706582992330607, -0.05677987055602038, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483124091.9175, -120.09769234727942, -162.9306282551298, 55.40220518834467, -166.4452250359649, 89.97021604950774, -0.02881338038478475, -611.5234211655888, -727.9913809862406, 679.4802180062406, 45.168981086223575, 172.5850687179156, 5.725570800997357, 0.2334595024585724, 6.939697742462158, 1.2397211790084839, 0.2332763969898224, -0.0852356031537056, -0.02243042178452015, -0.7226568462936029, 4.875641926529261, -8.037337068137465, -3.4339300564934168, 0.12541733305504282, -0.19964887993143304, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483125094.9053, -120.09700932836242, -162.93407067047147, 55.401522169427665, -166.4438589981309, 89.9709058986139, -0.024032247965775824, -611.5392333773124, -728.0326911659571, 679.4239433945451, 45.17487416699739, 172.58211067664942, 5.729505371336889, 0.2197265923023224, 6.976318836212158, 1.2711066007614136, 0.2243042290210724, -0.0897216871380806, -0.01794433780014515, -1.1972445078908167, 4.042289223302511, -8.035435245812902, -3.4222064490330606, 0.047247237476274795, -0.14557767334596172, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483126096.3767, -120.09700932836242, -162.93407067047147, 55.40083915051066, -166.4466183945556, 89.9709058986139, -0.027447342550782197, -611.533541720464, -728.0315221463843, 679.4112818285568, 45.169414909355076, 172.58234961256196, 5.734585864693075, 0.2243042290210724, 6.930542469024658, 1.2666230201721191, 0.2601929008960724, -0.0852356031537056, -0.02018737979233265, -0.8111641100022202, 4.579733524765869, -7.104592295618534, -2.9380686375932266, -0.142178344638877, -0.17070782940447157, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483127096.81, -120.09700932836242, -162.93338765155448, 55.39876277300298, -166.4479844323896, 89.97227876663709, -0.026764323633780923, -611.5323364382712, -728.0354724355072, 679.4055316853415, 45.16995206071682, 172.58000399326164, 5.738144117366325, 0.2517700493335724, 6.944275379180908, 1.2598974704742432, 0.2624359428882599, -0.0942077711224556, -0.011215210892260075, -1.0677434115706843, 5.213945907895387, -7.749115137685067, -3.1797517920882243, -0.24830635709070253, -0.03222353068766, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483128098.606, -120.10042442294743, -162.93202161372048, 55.40357122617867, -166.4452250359649, 89.97021604950774, -0.02813036146778347, -611.5612235247531, -727.9656692258267, 679.4657999167308, 45.17412024395124, 172.58364600012413, 5.72556641818045, 0.2517700493335724, 6.944275379180908, 1.2733484506607056, 0.2512207329273224, -0.0919647291302681, -0.01345825381577015, -1.5449497045328366, 4.615755984482792, -7.219880441532643, -3.1055309203396213, -0.2768276176734233, -0.05058740994596203, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483129099.0493, -120.09561596977174, -162.93131127404678, 55.39876277300298, -166.4459080548819, 89.97227876663709, -0.026081304716779646, -611.5084525176147, -728.0380203291104, 679.4458730262407, 45.16922428102474, 172.58158203127567, 5.731979444780944, 0.2334595024585724, 6.948853015899658, 1.2442048788070679, 0.2310333549976349, -0.0942077711224556, -0.01794433780014515, -0.8523784539034513, 4.809530733293486, -8.146914773051078, -3.5231141298765203, 0.023511138075782444, -0.14567344853016875, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483130099.9575, -120.09974140403042, -162.93338765155448, 55.39876277300298, -166.4466183945556, 89.9709058986139, -0.026081304716779646, -611.5731500028421, -728.007567591129, 679.4097155180505, 45.175453398820736, 172.5802756648826, 5.736637244378359, 0.2197265923023224, 6.953430652618408, 1.2509303092956543, 0.2624359428882599, -0.0874786451458931, -0.02243042178452015, -0.16389154548882562, 5.148477863168771, -8.317459861592916, -3.2122146796560824, 0.03333859390736982, -0.22124415723907428, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483131100.3022, -120.09974140403042, -162.93407067047147, 55.401522169427665, -166.44454201704792, 89.9709058986139, -0.026081304716779646, -611.5706646756946, -728.0030329415881, 679.4218586674214, 45.175807343377826, 172.58149861897394, 5.730425660215175, 0.2471924126148224, 6.939697742462158, 1.2598974704742432, 0.2467346489429474, -0.0897216871380806, -0.02018737979233265, -1.1890126638046676, 4.7563896336835425, -7.486060615697304, -3.204624768106061, -0.1363628606795722, -0.15090967116550896, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483132101.868, -120.09974140403042, -162.93270463263747, 55.401522169427665, -166.4459080548819, 89.96953303059074, -0.02539828579977837, -611.5660875244307, -727.9858365480529, 679.4399361908515, 45.17708546611799, 172.58255799781986, 5.731032527683415, 0.2288818657398224, 6.980896472930908, 1.2621393203735352, 0.2444916069507599, -0.0829925611615181, -0.01570129580795765, -0.792123267475842, 4.822488958174578, -8.62531047367433, -3.3790921231460946, 0.11373765368305577, -0.10868857639150191, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483133103.4011, -120.10042442294743, -162.93407067047147, 55.401522169427665, -166.4459080548819, 89.97227876663709, -0.02881338038478475, -611.5709799568353, -727.9957602444443, 679.4176986616966, 45.17231971824286, 172.58052229592118, 5.7318146361683215, 0.2380371391773224, 6.967163562774658, 1.2643811702728271, 0.2310333549976349, -0.0897216871380806, -0.02243042178452015, -1.2163263377693647, 4.42178159289172, -8.033425735744956, -3.407842201134997, 0.005886122803969725, -0.19028461438255417, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483134104.19, -120.09974140403042, -162.93270463263747, 55.40288820726167, -166.4466183945556, 89.97159574772009, -0.026081304716779646, -611.5549081020253, -727.9794914272842, 679.4461533140557, 45.175714902948975, 172.58108151816563, 5.729165083020303, 0.2517700493335724, 6.935120105743408, 1.27783203125, 0.2310333549976349, -0.0897216871380806, -0.01794433780014515, -2.002159742866264, 3.9890002660819723, -6.6380600272425365, -3.117909496909575, -0.24855414169500656, -0.10105121037776618, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483135104.379, -120.09769234727942, -162.93131127404678, 55.401522169427665, -166.44454201704792, 89.97159574772009, -0.026764323633780923, -611.5288808495858, -728.0032958299093, 679.466982321462, 45.17177365410203, 172.58281450027258, 5.726043801369357, 0.2609253227710724, 6.939697742462158, 1.2733484506607056, 0.2377624809741974, -0.0919647291302681, -0.01570129580795765, -1.9240479125637175, 4.3755667254374115, -6.974091982153148, -3.175249898817462, -0.27486247172507844, -0.0669610215954867, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483136105.0457, -120.09769234727942, -162.93338765155448, 55.401522169427665, -166.44454201704792, 89.97021604950774, -0.026764323633780923, -611.5422354355126, -728.0187085410709, 679.4330181953228, 45.17188362140083, 172.5834717637065, 5.729729271916009, 0.2517700493335724, 6.912231922149658, 1.2486884593963623, 0.2646789848804474, -0.0874786451458931, -0.01794433780014515, -0.8994274717116562, 5.272946836397692, -7.17652778512157, -3.030790091862573, -0.20334443926616894, -0.11864541084330985, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483137106.9827, -120.09769234727942, -162.93131127404678, 55.40220518834467, -166.4459080548819, 89.96953303059074, -0.024715266882777098, -611.5318763654576, -727.9918228921803, 679.4668847673829, 45.17520784604489, 172.58381111676513, 5.727992224354851, 0.2517700493335724, 6.898499011993408, 1.2531720399856567, 0.2332763969898224, -0.0919647291302681, -0.01794433780014515, -1.6311883351337495, 4.415636275034331, -6.368787668978078, -3.138828141297623, -0.24821127217685585, -0.11028102669484882, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483138108.4724, -120.09769234727942, -162.92994523621277, 55.39876277300298, -166.4466183945556, 89.97159574772009, -0.026081304716779646, -611.5288210641478, -728.0017213192502, 679.465995344081, 45.172503576710746, 172.58155197493554, 5.731250907875164, 0.2517700493335724, 6.958008289337158, 1.2621393203735352, 0.2400055229663849, -0.0919647291302681, -0.02018737979233265, -1.3104498423734645, 4.7354969606257145, -7.904676766035606, -3.355000402404216, -0.10325810454016265, -0.14817251845373353, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483139108.9575, -120.09700932836242, -162.93131127404678, 55.40083915051066, -166.4466183945556, 89.97227876663709, -0.027447342550782197, -611.5169042154749, -728.0104155300971, 679.4564100156048, 45.16935594512309, 172.58190755283596, 5.729884047629798, 0.2471924126148224, 6.967163562774658, 1.27783203125, 0.2534637749195099, -0.0964508131146431, -0.02018737979233265, -1.2997384655808337, 4.619351424460673, -7.7746814628022625, -3.192349818780449, -0.24845883211396347, -0.15434824337220376, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483140109.6443, -120.09837536619642, -162.93338765155448, 55.40083915051066, -166.4459080548819, 89.96953303059074, -0.026764323633780923, -611.5527198459656, -728.0108132809683, 679.4246058012104, 45.17286442094275, 172.5832205451544, 5.733071592753281, 0.2655029594898224, 6.939697742462158, 1.2576557397842407, 0.2691650688648224, -0.0874786451458931, -0.02243042178452015, -1.0104235961556438, 5.420236685241805, -7.737068193151536, -3.089005412733283, -0.19826701386588397, -0.16579214144065263, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483141111.281, -120.09769234727942, -162.9306282551298, 55.40083915051066, -166.4473014134726, 89.96953303059074, -0.02813036146778347, -611.5271211830584, -727.9923725849968, 679.4654224771476, 45.169856381872094, 172.58444797205044, 5.731026643872553, 0.2517700493335724, 6.944275379180908, 1.2666230201721191, 0.2400055229663849, -0.0852356031537056, -0.02018737979233265, -1.5081098590512443, 4.51843899433839, -7.348500614374253, -3.1891643139196977, -0.10903840782169447, -0.1370346680298769, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483142112.5667, -120.09905838511342, -162.92994523621277, 55.40357122617867, -166.4466183945556, 89.97227876663709, -0.027447342550782197, -611.5275434443002, -727.9617258245908, 679.4954654051144, 45.17275149762744, 172.58227802226784, 5.723722178993112, 0.2334595024585724, 6.939697742462158, 1.2688647508621216, 0.2377624809741974, -0.0986938551068306, -0.02243042178452015, -1.2961820674808975, 4.194797413737442, -7.123711410641602, -3.2093046428213965, -0.22926380739440916, -0.19850097423778923, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483143113.1282, -120.09700932836242, -162.93131127404678, 55.40083915051066, -166.4473014134726, 89.97159574772009, -0.026764323633780923, -611.5182850722916, -728.0072945615327, 679.4542806008766, 45.17046174972754, 172.58210111643345, 5.731212657088934, 0.2471924126148224, 6.935120105743408, 1.2531720399856567, 0.2579498589038849, -0.0852356031537056, -0.01345825381577015, -0.9602457773594755, 5.177585815116958, -7.659398189940382, -3.1530518700560757, -0.10783321800322596, -0.06012853738513936, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483144114.3281, -120.09905838511342, -162.93407067047147, 55.401522169427665, -166.4438589981309, 89.97021604950774, -0.026764323633780923, -611.563911465691, -728.01158349041, 679.4239627696228, 45.17393789372932, 172.58288045248, 5.72969576085585, 0.2380371391773224, 6.935120105743408, 1.2711066007614136, 0.2377624809741974, -0.0762634351849556, -0.01794433780014515, -1.5292147960884235, 4.182644006572229, -6.912393766811999, -3.034961219489108, -0.03793250151784982, -0.10875811914704628, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483145114.8752, -120.09905838511342, -162.93338765155448, 55.40288820726167, -166.4466183945556, 89.97159574772009, -0.027447342550782197, -611.5480203121544, -727.9933156987457, 679.4350054255231, 45.17257382464159, 172.58165980373866, 5.730169619525285, 0.2105713039636612, 6.953430652618408, 1.2531720399856567, 0.2287903130054474, -0.0829925611615181, -0.02018737979233265, -0.6899898528093255, 4.341041398855445, -7.974614518545601, -3.371590105426924, 0.17560679197777715, -0.18678122310288414, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483146115.8835, -120.09974140403042, -162.9306282551298, 55.40220518834467, -166.4459080548819, 89.97021604950774, -0.02881338038478475, -611.5484369327052, -727.967740193239, 679.4781091264848, 45.17199340212688, 172.5840013171746, 5.726550024226566, 0.2563476860523224, 6.953430652618408, 1.2576557397842407, 0.2377624809741974, -0.0942077711224556, -0.01570129580795765, -1.4032826680693824, 4.847725322296232, -7.89597345555732, -3.413962684523554, -0.13300484612449406, -0.08460404317104184, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483147117.7893, -120.10110744186443, -162.93131127404678, 55.40288820726167, -166.4438589981309, 89.97159574772009, -0.02881338038478475, -611.5666285257138, -727.9621642781733, 679.4774795677843, 45.17395829115598, 172.5827189638346, 5.722863105431049, 0.2380371391773224, 6.958008289337158, 1.2486884593963623, 0.2444916069507599, -0.0897216871380806, -0.01570129580795765, -0.7681635365218553, 5.08997145549047, -8.380907192780777, -3.42893473486646, 0.022259172606880893, -0.10794766037972772, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483148117.8772, -120.09837536619642, -162.93407067047147, 55.40220518834467, -166.4473014134726, 89.96816016256757, -0.024715266882777098, -611.5551144130546, -728.0020272290105, 679.4174553757553, 45.17617278646641, 172.58356045691005, 5.734767065210255, 0.2334595024585724, 6.935120105743408, 1.2598974704742432, 0.2332763969898224, -0.0852356031537056, -0.01570129580795765, -1.2978425294805078, 4.359524264832337, -7.24303684407397, -3.2249364783903016, -0.04437489287925746, -0.09638471368157094, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483149118.5466, -120.09629898868874, -162.93202161372048, 55.39947311267666, -166.4479844323896, 89.97227876663709, -0.026081304716779646, -611.5151794415407, -728.0272432584502, 679.4322015811383, 45.17008022067415, 172.58068870507358, 5.73507513224338, 0.2700805962085724, 6.921387195587158, 1.2733484506607056, 0.2400055229663849, -0.0874786451458931, -0.02018737979233265, -2.093721148689584, 4.3383614358252744, -6.444681792797992, -3.030436994238228, -0.30934916602524987, -0.11158429110011953, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483150118.678, -120.09700932836242, -162.93270463263747, 55.39947311267666, -166.4466183945556, 89.97159574772009, -0.02813036146778347, -611.5289231800575, -728.0292360647462, 679.4252662724014, 45.168236386658, 172.58195809338432, 5.734278698847672, 0.2655029594898224, 6.925964832305908, 1.2509303092956543, 0.2467346489429474, -0.0964508131146431, -0.0269165076315403, -1.2677303119134338, 5.006786018564949, -7.36705432206422, -3.266755540975844, -0.22951115138189782, -0.23141273946026125, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483151120.5977, -120.09769234727942, -162.93338765155448, 55.40083915051066, -166.4438589981309, 89.97159574772009, -0.026764323633780923, -611.5421303870387, -728.0262114274093, 679.4309700427121, 45.17162353138182, 172.58217170439121, 5.729138836006221, 0.2380371391773224, 6.958008289337158, 1.2486884593963623, 0.2669220268726349, -0.0852356031537056, -0.02018737979233265, -0.3255834736007144, 5.514092709162191, -8.56071497834101, -3.2476534849048395, 0.02374001247510451, -0.17086502797060132, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483152121.4185, -120.09974140403042, -162.93131127404678, 55.401522169427665, -166.44454201704792, 89.96953303059074, -0.02813036146778347, -611.5583735165005, -727.97947843122, 679.4669603530048, 45.17316524868086, 172.58437268007225, 5.726847647105092, 0.2471924126148224, 6.921387195587158, 1.275590181350708, 0.2444916069507599, -0.0874786451458931, -0.01570129580795765, -1.7633227954544721, 4.196267743921691, -6.410649322255932, -2.954737717219188, -0.28944324766122276, -0.07545738109636524, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483153121.5894, -120.09974140403042, -162.9292622172958, 55.40428156585235, -166.44454201704792, 89.96953303059074, -0.02539828579977837, -611.5426074879357, -727.9451199557171, 679.5173146771521, 45.17767961952157, 172.58483582855996, 5.7197285604611245, 0.2746582329273224, 6.953430652618408, 1.2733484506607056, 0.2287903130054474, -0.0829925611615181, -0.008972168900072575, -2.304792530727813, 4.469111678135663, -7.309460413853135, -3.289329598808689, -0.15612744782636737, 0.0492782184733436, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483154122.0706, -120.09700932836242, -162.93270463263747, 55.39947311267666, -166.4473014134726, 89.9709058986139, -0.02813036146778347, -611.5295655944832, -728.026530254795, 679.4231448712519, 45.16830933228595, 172.5824064873958, 5.735595495532728, 0.2380371391773224, 6.939697742462158, 1.2374794483184814, 0.2624359428882599, -0.0852356031537056, -0.02467346377670765, -0.20722882062472392, 5.551886116348151, -8.344216988112906, -3.2689837415662226, 0.05639761712949684, -0.23398774906354733, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483155123.4636, -120.10179046078143, -162.92994523621277, 55.39876277300298, -166.4466183945556, 89.97227876663709, -0.027447342550782197, -611.5777358759789, -727.9597545465892, 679.4660240316156, 45.17644558591288, 172.57966931181224, 5.730842465923727, 0.2517700493335724, 6.967163562774658, 1.2688647508621216, 0.2669220268726349, -0.0897216871380806, -0.01345825381577015, -1.0250860787140277, 5.2210265774322195, -8.174949430173536, -3.1672459392046783, -0.18099898296213757, -0.058790109464351564, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483156124.787, -120.09769234727942, -162.93131127404678, 55.39876277300298, -166.44454201704792, 89.97159574772009, -0.027447342550782197, -611.5370087975543, -728.0193236769469, 679.4500939686628, 45.170510680579255, 172.58223171064142, 5.7301490101307495, 0.2746582329273224, 6.935120105743408, 1.2464466094970703, 0.2467346489429474, -0.0964508131146431, -0.01794433780014515, -1.365176992765669, 5.3398760538353285, -7.785692259162678, -3.392226736748027, -0.21493043457591127, -0.10212940529748712, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483157124.834, -120.09769234727942, -162.93202161372048, 55.401522169427665, -166.4473014134726, 89.9709058986139, -0.026764323633780923, -611.5298581587617, -728.0011199787796, 679.4468395481484, 45.171620428652275, 172.58244567205165, 5.731531624666632, 0.2655029594898224, 6.925964832305908, 1.2598974704742432, 0.2287903130054474, -0.0852356031537056, -0.02243042178452015, -1.8541985805330286, 4.441726104571162, -6.929868458993671, -3.234694662483441, -0.12997791387470786, -0.15004515450513523, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483158124.9348, -120.09769234727942, -162.93270463263747, 55.39876277300298, -166.4466183945556, 89.96953303059074, -0.027447342550782197, -611.5456106651259, -728.0227421408956, 679.4208705561595, 45.17062467355303, 172.5831368017844, 5.736216743743717, 0.2609253227710724, 6.948853015899658, 1.2621393203735352, 0.2489776909351349, -0.0919647291302681, -0.008972168900072575, -1.4992149351755375, 5.0148638757627015, -7.7031733639228674, -3.2754336013181056, -0.21558066864750935, 0.014820893504905258, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483159126.8987, -120.09769234727942, -162.93338765155448, 55.40083915051066, -166.4452250359649, 89.97227876663709, -0.026081304716779646, -611.5392027175578, -728.023171322944, 679.4267570822066, 45.172413632871624, 172.58088887137066, 5.730909735372475, 0.2517700493335724, 6.948853015899658, 1.2688647508621216, 0.2601929008960724, -0.0852356031537056, -0.02467346377670765, -1.1216308865094406, 4.870074060411108, -7.573774705399057, -3.0558717853410577, -0.14911245997618727, -0.20326064975881108, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483160127.105, -120.09769234727942, -162.9306282551298, 55.40083915051066, -166.4459080548819, 89.9709058986139, -0.026081304716779646, -611.5281579853462, -727.9965720051165, 679.4697256460036, 45.172816336128435, 172.58281997943197, 5.728399173264997, 0.2380371391773224, 6.958008289337158, 1.2621393203735352, 0.2534637749195099, -0.0829925611615181, -0.01570129580795765, -0.9268177912363469, 4.9194584468203395, -8.014152576802624, -3.199584092374484, -0.01756128268471876, -0.0968907961092733, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483161128.1804, -120.09905838511342, -162.9292622172958, 55.40220518834467, -166.4486674513066, 89.97159574772009, -0.02813036146778347, -611.526474345473, -727.957951999489, 679.491934091999, 45.17161061778983, 172.58237088013493, 5.728088330998778, 0.2334595024585724, 6.980896472930908, 1.2329957485198975, 0.2220611870288849, -0.0852356031537056, -0.01570129580795765, -0.5865929203900476, 5.175682876354114, -9.395160262140331, -3.824850245012063, 0.33168871040489595, -0.11522398404182622, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483162128.6191, -120.09700932836242, -162.93202161372048, 55.39947311267666, -166.44454201704792, 89.9709058986139, -0.026764323633780923, -611.5318915772419, -728.0271500912578, 679.4428121694167, 45.17065926724097, 172.582916041916, 5.730471371151085, 0.2334595024585724, 6.944275379180908, 1.2554138898849487, 0.2803802788257599, -0.0919647291302681, -0.02018737979233265, -0.2534617064833607, 5.466264224221746, -8.041327057944743, -3.050636325044025, -0.16958357199340934, -0.1799841620057558, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483163130.8855, -120.09561596977174, -162.93338765155448, 55.40288820726167, -166.44317597921392, 89.96953303059074, -0.029496399301786023, -611.512117641375, -728.0374589693998, 679.4456199290686, 45.16499379515782, 172.586793021849, 5.725919363569603, 0.2334595024585724, 6.930542469024658, 1.2509303092956543, 0.2489776909351349, -0.0807495191693306, -0.01794433780014515, -0.825903877372783, 4.86570857872856, -7.524852205169068, -3.15038379171371, 0.011972073220621389, -0.13057734969386975, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483164130.9414, -120.09837536619642, -162.93338765155448, 55.40015613159366, -166.4452250359649, 89.97021604950774, -0.027447342550782197, -611.5535377531106, -728.0177963532224, 679.4225527113093, 45.171701962918405, 172.58282122108625, 5.73276275573645, 0.2471924126148224, 6.925964832305908, 1.2598974704742432, 0.2355194389820099, -0.0897216871380806, -0.01794433780014515, -1.5001905822737125, 4.444597503645788, -6.986718419550771, -3.200565743792501, -0.1624729663242872, -0.11510809728970395, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483165132.7007, -120.09700932836242, -162.93202161372048, 55.40015613159366, -166.4473014134726, 89.97021604950774, -0.02813036146778347, -611.5257284896511, -728.0160482097078, 679.4384785177967, 45.16854604480676, 172.58346689925065, 5.733849913433618, 0.2380371391773224, 6.953430652618408, 1.2643811702728271, 0.2758941948413849, -0.0942077711224556, -0.02243042178452015, -0.5193216757932249, 5.230256658566492, -7.985160823762998, -3.0641709633464664, -0.21434690978200618, -0.20348730579383215, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483166133.2073, -120.09769234727942, -162.93270463263747, 55.40015613159366, -166.4486674513066, 89.97021604950774, -0.024715266882777098, -611.5394433437655, -728.0087789650045, 679.4230571220277, 45.174575267167114, 172.5813309076778, 5.736974782657268, 0.2471924126148224, 6.948853015899658, 1.2621393203735352, 0.2108459621667862, -0.0874786451458931, -0.01570129580795765, -1.8654577476085923, 4.069272391438022, -7.3975996304932865, -3.463391497150544, -0.00932561691856612, -0.07879267622819752, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
