Time [sec], q1 (deg), q2 (deg), q3 (deg), q4 (deg), q5 (deg), q6 (deg), Px (mm), Py (mm), Pz (mm), Rx (deg), Ry (deg), Rz (deg), c1 (A), c2 (A), c3 (A), c4 (A), c5 (A), c6 (A), Fx R (N), Fy R (N), Fz R (N), Tx R (Nm), Ty R (Nm), Tz R (Nm), Fx A (N), Fy A (N), Fz A (N), Tx A (Nm), Ty A (Nm), Tz A (Nm), Din, Dout
1648482997969.6367, -120.09700932836242, -162.9306282551298, 55.40015613159366, -166.4466183945556, 89.96884318148457, -0.02539828579977837, -611.526340912021, -728.0026623878974, 679.4633045133318, 45.173100818031934, 172.5843816338106, 5.731390066513408, 0.2426147758960724, 6.944275379180908, 1.2598974704742432, 0.2287903130054474, -0.0807495191693306, -0.02243042178452015, -1.3814676246087254, 4.370449380916551, -7.478445145503172, -3.2814066657167418, 0.04536850845324651, -0.17433357303999877, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648482998971.0881, -120.09837536619642, -162.93270463263747, 55.401522169427665, -166.4459080548819, 89.96953303059074, -0.02539828579977837, -611.5487308157382, -728.0004172129055, 679.4399361908515, 45.17503899175668, 172.58313807772925, 5.7310619529509985, 0.2746582329273224, 6.935120105743408, 1.2531720399856567, 0.3005676567554474, -0.0942077711224556, -0.02018737979233265, -0.5567979885041221, 6.239104483347595, -7.998686584331274, -2.960475003550281, -0.373604799794515, -0.14067086942991183, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648482999973.0464, -120.09700932836242, -162.93202161372048, 55.40357122617867, -166.4466183945556, 89.97227876663709, -0.02813036146778347, -611.5107866148678, -728.0013035786822, 679.4615359253955, 45.168496794382705, 172.58276201305216, 5.726850227230777, 0.2563476860523224, 6.953430652618408, 1.2666230201721191, 0.2512207329273224, -0.0897216871380806, -0.01570129580795765, -1.3791633597200368, 4.885527774987454, -7.711325061660348, -3.212521641069805, -0.17977533604631865, -0.07918174299169603, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483000974.6626, -120.10042442294743, -162.93338765155448, 55.40083915051066, -166.4459080548819, 89.97159574772009, -0.026081304716779646, -611.5745427148179, -727.9913135110919, 679.4246357417128, 45.17657822730703, 172.58017075814922, 5.732164670111878, 0.2563476860523224, 6.939697742462158, 1.2845574617385864, 0.2489776909351349, -0.0874786451458931, -0.01794433780014515, -1.8887151898180212, 4.2515399276329555, -6.6988342438539865, -2.9564378063792964, -0.3120647560062693, -0.09566556046731953, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483001974.6692, -120.09629898868874, -162.93131127404678, 55.401522169427665, -166.4473014134726, 89.96953303059074, -0.027447342550782197, -611.5112733589309, -728.0086424929606, 679.4584327271278, 45.16881008631522, 172.584788160597, 5.731070858029989, 0.2746582329273224, 6.935120105743408, 1.2666230201721191, 0.2579498589038849, -0.0874786451458931, -0.006729126907885075, -1.7839147570259888, 5.119261518476346, -7.2177918074655, -3.0889935814179097, -0.31214329728910367, 0.06765502482427307, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483002974.6707, -120.09905838511342, -162.93131127404678, 55.40015613159366, -166.4452250359649, 89.97227876663709, -0.024032247965775824, -611.5509908661284, -727.993897023919, 679.4564895387865, 45.177656619181455, 172.57999204354866, 5.72884567304075, 0.2517700493335724, 6.953430652618408, 1.2531720399856567, 0.2467346489429474, -0.0964508131146431, -0.02467346377670765, -0.9558043464184451, 5.0410436098114415, -8.114630040356621, -3.390801307710097, -0.11508233590115072, -0.2194001873673353, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483003975.6697, -120.09837536619642, -162.93270463263747, 55.39876277300298, -166.4452250359649, 89.97296861574326, -0.026764323633780923, -611.5488493095062, -728.0232964853478, 679.4252276019039, 45.172149766354515, 172.57978462090225, 5.732667656351884, 0.2426147758960724, 6.948853015899658, 1.2643811702728271, 0.2355194389820099, -0.0919647291302681, -0.01570129580795765, -1.4102578115457451, 4.4684571746508945, -7.523758409029814, -3.3033868846233876, -0.12817501941767157, -0.09331021560863237, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483004975.7407, -120.09769234727942, -162.93270463263747, 55.39947311267666, -166.4459080548819, 89.9709058986139, -0.027447342550782197, -611.5410776709924, -728.0224280682411, 679.4274385397331, 45.17048386094412, 172.58227086385727, 5.733507881428014, 0.2334595024585724, 6.939697742462158, 1.2666230201721191, 0.2601929008960724, -0.0874786451458931, -0.01570129580795765, -0.9515482897820062, 4.761488434794539, -7.376918568049927, -3.0267999219031134, -0.16971711910703258, -0.10271180164993421, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483005975.77, -120.10110744186443, -162.93270463263747, 55.39876277300298, -166.44454201704792, 89.97021604950774, -0.026081304716779646, -611.5919656765899, -727.9917495622141, 679.4272774926803, 45.177854600883, 172.5811504860939, 5.732771047403937, 0.2655029594898224, 6.935120105743408, 1.2531720399856567, 0.2444916069507599, -0.0829925611615181, -0.01570129580795765, -1.4561022571994364, 5.05455851867006, -7.548698591407891, -3.2488004199368965, -0.08775989141080368, -0.06479412268382997, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483006976.7292, -120.09769234727942, -162.93131127404678, 55.401522169427665, -166.4452250359649, 89.97021604950774, -0.026764323633780923, -611.5311846084694, -727.9996551560786, 679.4648480481915, 45.171977122809295, 172.58390881033043, 5.7276540137486265, 0.2563476860523224, 6.948853015899658, 1.2486884593963623, 0.2243042290210724, -0.0829925611615181, -0.01794433780014515, -1.4452313171498548, 4.764250764291288, -7.942964236159703, -3.486436889252023, 0.07607446050053268, -0.10515158526249005, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483007977.0066, -120.09493295085474, -162.92994523621277, 55.40288820726167, -166.4479844323896, 89.97227876663709, -0.024032247965775824, -611.4790623372157, -728.0039541655115, 679.487025626428, 45.171570162913746, 172.58218655555746, 5.726951282506972, 0.2563476860523224, 6.958008289337158, 1.2643811702728271, 0.2915954887866974, -0.0785064771771431, -0.02467346377670765, -0.49518486535864314, 5.735093953167626, -8.2445984587753, -2.913417751494985, -0.10832054621106585, -0.20338098650441636, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483008977.0413, -120.09700932836242, -162.93131127404678, 55.39947311267666, -166.44454201704792, 89.97021604950774, -0.026764323633780923, -611.5301209312885, -728.0203025199805, 679.4544101653728, 45.170841330695616, 172.58377897304297, 5.729704753359942, 0.2471924126148224, 6.935120105743408, 1.2374794483184814, 0.2422485649585724, -0.0829925611615181, -0.02243042178452015, -0.7630570219160329, 5.208199406582126, -8.044398599203491, -3.3760628388823832, 0.08879330399094867, -0.1848910494729523, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483009977.8284, -120.09769234727942, -162.93131127404678, 55.39947311267666, -166.4466183945556, 89.97021604950774, -0.026764323633780923, -611.5357022874558, -728.007629558388, 679.4479995425771, 45.171689934971184, 172.58288873237316, 5.732801030241178, 0.2471924126148224, 6.953430652618408, 1.2598974704742432, 0.2601929008960724, -0.0852356031537056, -0.01570129580795765, -0.9293604329419298, 5.163821829777588, -8.003932915764338, -3.177715875317212, -0.08574249470952802, -0.09093997139795351, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483010979.1968, -120.09769234727942, -162.93407067047147, 55.40428156585235, -166.4452250359649, 89.97296861574326, -0.024032247965775824, -611.5320243702815, -728.0090522421875, 679.4366601233991, 45.17562132021252, 172.58032580578248, 5.726540090553002, 0.2563476860523224, 6.958008289337158, 1.2666230201721191, 0.2377624809741974, -0.0852356031537056, -0.01794433780014515, -1.5601142409429674, 4.630956858868409, -7.739057936794806, -3.294797530375793, -0.07116228202173397, -0.10301168681354012, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483011979.2273, -120.09837536619642, -162.93131127404678, 55.401522169427665, -166.44454201704792, 89.97021604950774, -0.027447342550782197, -611.5401269790656, -727.99456019667, 679.4669649128454, 45.172023699755826, 172.58406472557058, 5.726601229350083, 0.2563476860523224, 6.944275379180908, 1.2397211790084839, 0.2826233208179474, -0.0919647291302681, -0.01794433780014515, -0.2455268125758574, 6.148031174443597, -8.56837624170656, -3.22335058245916, -0.1364755725737027, -0.1322574503990635, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483012979.2292, -120.09769234727942, -162.93131127404678, 55.40015613159366, -166.4466183945556, 89.97296861574326, -0.026764323633780923, -611.5268749782601, -728.0074983209568, 679.4522325702751, 45.17122620808778, 172.5805174407869, 5.730610388628316, 0.2197265923023224, 6.921387195587158, 1.2598974704742432, 0.2512207329273224, -0.0897216871380806, -0.02243042178452015, -0.7665918327908519, 4.448926580953345, -6.979758411809335, -3.0246693604922785, -0.1378465876168821, -0.21050649563570556, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483013979.9736, -120.09905838511342, -162.93202161372048, 55.401522169427665, -166.4466183945556, 89.97296861574326, -0.02813036146778347, -611.541756807124, -727.9919554595257, 679.449002510802, 45.17126613616288, 172.580628857112, 5.729571899110747, 0.2792358696460724, 6.962585926055908, 1.2576557397842407, 0.2332763969898224, -0.0852356031537056, -0.01570129580795765, -1.7930560662671067, 5.03288630060176, -8.129448920065377, -3.4736181770588357, -0.04806742196193053, -0.05107821011011762, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483014981.5283, -120.09769234727942, -162.93543670830547, 55.40083915051066, -166.4479844323896, 89.97227876663709, -0.029496399301786023, -611.541211435181, -728.0351939038791, 679.3847855168071, 45.166862170262576, 172.58070707370774, 5.738028029083822, 0.2517700493335724, 6.944275379180908, 1.2554138898849487, 0.2557068169116974, -0.0762634351849556, -0.01794433780014515, -1.016262736977068, 5.151463391723897, -7.839585183325693, -3.142610635136453, 0.016118943085432734, -0.10786793087724372, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483015982.2783, -120.09837536619642, -162.9306282551298, 55.40220518834467, -166.4459080548819, 89.96953303059074, -0.026764323633780923, -611.5349899822113, -727.9801211080469, 679.4780725487122, 45.17317840907796, 172.58447530514007, 5.726914111191602, 0.2517700493335724, 6.958008289337158, 1.2688647508621216, 0.2198181450366974, -0.0897216871380806, -0.02018737979233265, -1.8181434824770195, 4.148993072055677, -7.522668461463647, -3.4073561736441906, -0.06911927246690133, -0.13724838356718938, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483016983.854, -120.09493295085474, -162.92994523621277, 55.40015613159366, -166.4486674513066, 89.97021604950774, -0.02539828579977837, -611.4902956530842, -728.0156863340844, 679.4681672466874, 45.16960792024246, 172.58359435070278, 5.732901667293797, 0.2380371391773224, 6.944275379180908, 1.2464466094970703, 0.2579498589038849, -0.0897216871380806, -0.01794433780014515, -0.5422727369979944, 5.305392914183906, -8.15296292210142, -3.278549986088358, -0.04298651114807381, -0.14101899281622945, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483017983.9397, -120.09769234727942, -162.93131127404678, 55.40015613159366, -166.4466183945556, 89.97296861574326, -0.02881338038478475, -611.52461045948, -728.0087718358594, 679.4522567253907, 45.16812391478769, 172.58126283485467, 5.730566153729878, 0.2197265923023224, 6.935120105743408, 1.2711066007614136, 0.2758941948413849, -0.0897216871380806, -0.01345825381577015, -0.6199464926281295, 4.819918675503741, -7.222470926438294, -2.853209313578259, -0.25397821107357327, -0.09040389193121304, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483018984.9395, -120.09837536619642, -162.93202161372048, 55.40083915051066, -166.4438589981309, 89.97227876663709, -0.027447342550782197, -611.5418093830026, -728.00890153671, 679.4533190334531, 45.17158278928125, 172.5819081435385, 5.7267803026064055, 0.2517700493335724, 6.953430652618408, 1.2576557397842407, 0.2557068169116974, -0.0874786451458931, -0.01794433780014515, -0.9974685510060437, 5.156214495894281, -8.040294900592023, -3.245084526171331, -0.08906966523100555, -0.11866840636707626, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483019986.7422, -120.09769234727942, -162.93202161372048, 55.401522169427665, -166.4438589981309, 89.96953303059074, -0.02813036146778347, -611.5367894248884, -728.0090322518932, 679.4574586781706, 45.17010129312619, 172.58522304929988, 5.726928459009657, 0.2609253227710724, 6.944275379180908, 1.2486884593963623, 0.2534637749195099, -0.0897216871380806, -0.01345825381577015, -1.0891178495270226, 5.394602638130461, -8.040965625900293, -3.326748879421026, -0.11748829061537144, -0.05157405677819693, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483020987.0854, -120.09905838511342, -162.93338765155448, 55.40083915051066, -166.4459080548819, 89.97159574772009, -0.026764323633780923, -611.5564310554275, -728.0063189175455, 679.4246437715898, 45.17349768363144, 172.58099932409223, 5.7321794052132855, 0.2426147758960724, 6.944275379180908, 1.2442048788070679, 0.2467346489429474, -0.0829925611615181, -0.01794433780014515, -0.7647591793233823, 5.180275493797183, -8.13465231365548, -3.337326625222233, 0.06465781385503637, -0.12791029194282486, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483021989.3308, -120.09974140403042, -162.93202161372048, 55.40015613159366, -166.4452250359649, 89.96953303059074, -0.02539828579977837, -611.56820388524, -727.9896464183381, 679.4448444970913, 45.1770792343849, 172.58255262193381, 5.731029474724672, 0.2059936672449112, 6.948853015899658, 1.2621393203735352, 0.2153320610523224, -0.0897216871380806, -0.008972168900072575, -1.220966390444351, 3.8366993926668145, -7.439266157852984, -3.4008243685542072, 0.04198160377939816, -0.03589798358333708, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483022989.892, -120.09769234727942, -162.93202161372048, 55.40357122617867, -166.4452250359649, 89.96953303059074, -0.026081304716779646, -611.5304200592338, -727.9926306000491, 679.4657633511781, 45.17325875632486, 172.58469997814746, 5.725959899653547, 0.2517700493335724, 6.944275379180908, 1.2486884593963623, 0.2534637749195099, -0.0785064771771431, -0.02467346377670765, -0.8148087743070961, 5.2332364864669545, -8.040739628722573, -3.2241107673733813, 0.06095285471405448, -0.20461704300618017, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483023990.8179, -120.09837536619642, -162.9306282551298, 55.401522169427665, -166.4466183945556, 89.97021604950774, -0.026081304716779646, -611.5352392314111, -727.9826432274332, 679.4717018667358, 45.17396694736907, 172.58317625998674, 5.7287223846316575, 0.2243042290210724, 6.925964832305908, 1.2554138898849487, 0.2332763969898224, -0.0964508131146431, -0.02018737979233265, -1.0407038255735546, 4.292201626871469, -7.1180823956855, -3.263477386170187, -0.1352314759139072, -0.1794746631796878, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483024992.5427, -120.09700932836242, -162.93407067047147, 55.39947311267666, -166.4493504702236, 89.97021604950774, -0.026764323633780923, -611.5362792404683, -728.0308031464841, 679.3944619907254, 45.17023624589851, 172.58154550049568, 5.741026958760442, 0.2609253227710724, 6.925964832305908, 1.2531720399856567, 0.2736511528491974, -0.0919647291302681, -0.02243042178452015, -0.8402725763577836, 5.4864471281688685, -7.5107960576762665, -3.043686688054817, -0.2680094414143983, -0.17655388432829494, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483025992.7847, -120.09974140403042, -162.93407067047147, 55.401522169427665, -166.4473014134726, 89.96816016256757, -0.026764323633780923, -611.5724054829432, -727.9925820559332, 679.4132970509821, 45.17506020802025, 172.58352000895374, 5.735713319354941, 0.2014160305261612, 6.944275379180908, 1.2688647508621216, 0.2310333549976349, -0.0897216871380806, -0.02243042178452015, -0.8876735236293841, 3.8054105821148485, -7.209397625264984, -3.1777140043508334, -0.012461335036953652, -0.2249561202898091, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483026993.3838, -120.10110744186443, -162.93131127404678, 55.401522169427665, -166.4486674513066, 89.97159574772009, -0.027447342550782197, -611.5653630049799, -727.9565747172427, 679.4542532353703, 45.17550879511931, 172.58042032306506, 5.7321364246736, 0.2517700493335724, 6.971741199493408, 1.2531720399856567, 0.2512207329273224, -0.0874786451458931, -0.0291595496237278, -0.7136863112933833, 5.2358131424385075, -8.695741583451428, -3.405402352419717, 0.050884621378734576, -0.27650052521508384, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483027994.1875, -120.09974140403042, -162.93407067047147, 55.401522169427665, -166.44454201704792, 89.9709058986139, -0.02539828579977837, -611.5714194861005, -728.0026083841012, 679.4218506486334, 45.176841444713475, 172.58125011426114, 5.730440385389154, 0.2792358696460724, 6.948853015899658, 1.2621393203735352, 0.2557068169116974, -0.0852356031537056, -0.01794433780014515, -1.564288766606243, 5.253210912628794, -7.753921007031013, -3.2005104075902904, -0.18191916123345916, -0.0827087750694202, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483028996.2822, -120.09905838511342, -162.93202161372048, 55.40015613159366, -166.4452250359649, 89.97296861574326, -0.02539828579977837, -611.5512521573772, -728.0015936826742, 679.4449077474947, 45.175406362442224, 172.57962613942072, 5.729582808835997, 0.2563476860523224, 6.948853015899658, 1.2576557397842407, 0.2287903130054474, -0.0829925611615181, -0.01794433780014515, -1.5715952483905336, 4.619109226726687, -7.686620672701129, -3.3713090005749757, 0.004314861828586661, -0.10182152251838081, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483029997.9167, -120.09974140403042, -162.93270463263747, 55.40083915051066, -166.4466183945556, 89.9709058986139, -0.027447342550782197, -611.5616561730136, -727.9909916803756, 679.433610121354, 45.17360714203168, 172.58160701677303, 5.732488414614661, 0.2426147758960724, 6.967163562774658, 1.2464466094970703, 0.2601929008960724, -0.0852356031537056, -0.01794433780014515, -0.4334830466430604, 5.561245983050293, -8.852267717305532, -3.3770160493068913, 0.07212378714330095, -0.13607404302887255, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483030998.9622, -120.09905838511342, -162.93338765155448, 55.40015613159366, -166.4466183945556, 89.97159574772009, -0.027447342550782197, -611.5568152645537, -728.0087638919445, 679.418276413551, 45.1723471806032, 172.58083663656012, 5.734248709075399, 0.2517700493335724, 6.935120105743408, 1.2419630289077759, 0.2467346489429474, -0.0897216871380806, -0.011215210892260075, -0.9943251410045768, 5.302114404433831, -7.934480207770474, -3.371856984343855, -0.07027643481865328, -0.03165351673515804, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648483031999.5132, -120.09769234727942, -162.93270463263747, 55.401522169427665, -166.4466183945556, 89.9709058986139, -0.02813036146778347, -611.5326672960514, -728.0094247449841, 679.4378003687517, 45.16955999992249, 172.5829313265118, 5.7314980940810525, 0.2700805962085724, 6.976318836212158, 1.2576557397842407, 0.2489776909351349, -0.0852356031537056, -0.011215210892260075, -1.3450555947565621, 5.402037738229507, -8.666412782398712, -3.447018832862446, -0.029147537209177274, -0.00610850236130886, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
