Time [sec], q1 (deg), q2 (deg), q3 (deg), q4 (deg), q5 (deg), q6 (deg), Px (mm), Py (mm), Pz (mm), Rx (deg), Ry (deg), Rz (deg), c1 (A), c2 (A), c3 (A), c4 (A), c5 (A), c6 (A), Fx R (N), Fy R (N), Fz R (N), Tx R (Nm), Ty R (Nm), Tz R (Nm), Fx A (N), Fy A (N), Fz A (N), Tx A (Nm), Ty A (Nm), Tz A (Nm), Din, Dout
1648478468195.8425, -120.09561596977174, -162.93202161372048, 55.40220518834467, -166.4452250359649, 89.97365163466026, -0.027447342550782197, -611.4970065411203, -728.0289476148195, 679.457491239334, 45.16718776377737, 172.58181098830948, 5.7262630300644055, 0.2517700493335724, 6.948853015899658, 1.1859177350997925, 0.2960815727710724, -0.0605621412396431, 0.02467346377670765, 0.7440295220438586, 8.149332819107707, -10.56855985238298, -3.549733422342794, 0.44179066370265835, 0.4435424613752754, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478469197.3389, -120.09905838511342, -162.93131127404678, 55.40220518834467, -166.4459080548819, 89.97434148376642, -0.02813036146778347, -611.5338793483589, -727.9858830882084, 679.467013724714, 45.17117450782633, 172.5799717235316, 5.725843842693738, 0.2288818657398224, 6.925964832305908, 1.1702251434326172, 0.3005676567554474, -0.0650482252240181, 0.0269165076315403, 1.3722293792463045, 8.294649152964585, -10.437353382395834, -3.535761763318039, 0.4548623486648145, 0.4388815577011286, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478470197.6572, -120.09905838511342, -162.93131127404678, 55.40015613159366, -166.44454201704792, 89.97434148376642, -0.026764323633780923, -611.5440231744021, -728.0001618419925, 679.4586687419643, 45.173187611400586, 172.5792523130081, 5.7268859835378665, 0.2655029594898224, 6.930542469024658, 1.192643165588379, 0.2960815727710724, -0.0583190992474556, 0.02467346377670765, 0.2553436332689707, 7.962797064773357, -9.80177063609645, -3.383349985280989, 0.3197218762940598, 0.46755881386297177, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478471198.3438, -120.09974140403042, -162.93270463263747, 55.40428156585235, -166.4424929602969, 89.97434148376642, -0.02263888937509322, -611.5537682003733, -727.9838884490821, 679.4674326764585, 45.18086969895079, 172.578870282217, 5.7198100803868, 0.2380371391773224, 6.953430652618408, 1.1904014348983765, 0.2938385307788849, -0.0583190992474556, 0.02467346377670765, 0.8461125472264975, 7.895470763199258, -10.54209148966917, -3.514302003778689, 0.49512629391114743, 0.43255026148269266, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478472200.6125, -120.09561596977174, -162.93202161372048, 55.40357122617867, -166.44317597921392, 89.97365163466026, -0.02539828579977837, -611.4979298859863, -728.0252610597073, 679.4721580215553, 45.17057549097291, 172.5820691840416, 5.721197593082695, 0.1968383938074112, 6.925964832305908, 1.18367600440979, 0.2803802788257599, -0.0628051832318306, 0.02018737979233265, 1.3013652565532392, 7.192909007123211, -9.83966087239716, -3.466018938216504, 0.5457127072062357, 0.3252544892829789, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478473200.8435, -120.09905838511342, -162.93131127404678, 55.401522169427665, -166.44317597921392, 89.97434148376642, -0.027447342550782197, -611.5409083302322, -727.9964030627752, 679.4712590335711, 45.17238158624496, 172.58030718321234, 5.722785012439964, 0.2151489406824112, 6.967163562774658, 1.1657414436340332, 0.3072967827320099, -0.0605621412396431, 0.0269165076315403, 2.066390764030082, 8.728375257092964, -11.86738479887753, -3.729490771248031, 0.7016343239609752, 0.4168967254837683, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478474202.243, -120.09837536619642, -162.93338765155448, 55.40220518834467, -166.4438589981309, 89.97227876663709, -0.026764323633780923, -611.5447667932538, -728.0121226992126, 679.4393473633382, 45.17263091112849, 172.5816537484896, 5.726794010057235, 0.2197265923023224, 6.962585926055908, 1.181434154510498, 0.2646789848804474, -0.0628051832318306, 0.02467346377670765, 0.8962131036360228, 7.4411105520649, -10.875617272760337, -3.8451638920910267, 0.664643177896074, 0.40888894615927274, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478475202.5217, -120.09769234727942, -162.93270463263747, 55.401522169427665, -166.44317597921392, 89.97296861574326, -0.024032247965775824, -611.5373637296682, -728.0185975061845, 679.4484186147063, 45.17566400687439, 172.58050423018184, 5.72555142184897, 0.2380371391773224, 6.921387195587158, 1.2016104459762573, 0.2938385307788849, -0.0650482252240181, 0.0269165076315403, 0.364536135090004, 7.380386041376528, -9.221994700437051, -3.2644995323329136, 0.2233381194911877, 0.46799440396990905, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478476204.1248, -120.09974140403042, -162.9306282551298, 55.401522169427665, -166.4459080548819, 89.97502450268342, -0.027447342550782197, -611.5405661683811, -727.977271295023, 679.4740001200345, 45.17309564218183, 172.5787967126657, 5.725553818302535, 0.2288818657398224, 6.935120105743408, 1.179192304611206, 0.2983246147632599, -0.0672912672162056, 0.0291595496237278, 1.1607991041061785, 8.09555523639928, -10.400205147688725, -3.535979483743549, 0.40351233077468923, 0.47111126819142335, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478477205.2546, -120.09769234727942, -162.93131127404678, 55.40428156585235, -166.4479844323896, 89.9709058986139, -0.026764323633780923, -611.5165243469993, -727.9778331360639, 679.4732362415853, 45.17184352766144, 172.5832965867244, 5.727374985697892, 0.2197265923023224, 6.971741199493408, 1.179192304611206, 0.3117828667163849, -0.0560760572552681, 0.0291595496237278, 1.7598911004993432, 8.556789502629403, -11.600320757326566, -3.5804309745027387, 0.6477204460406896, 0.46222719920269795, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478478205.4678, -120.09629898868874, -162.9306282551298, 55.40015613159366, -166.4438589981309, 89.97296861574326, -0.026081304716779646, -611.5107413462422, -728.0234133252277, 679.471908067871, 45.170454498823936, 172.5818668715891, 5.725501605933104, 0.2426147758960724, 6.962585926055908, 1.192643165588379, 0.2893524467945099, -0.0538330152630806, 0.0269165076315403, 0.6697907721580707, 7.871740657131492, -10.705717437505456, -3.5582692925067203, 0.5567646744132855, 0.47334000095663786, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478479207.8228, -120.09700932836242, -162.93202161372048, 55.40083915051066, -166.44454201704792, 89.97434148376642, -0.029496399301786023, -611.5162013932312, -728.0257802530015, 679.4512726951459, 45.165986599608516, 172.58110488114522, 5.726911489849153, 0.2059936672449112, 6.967163562774658, 1.1679832935333252, 0.2781372368335724, -0.0605621412396431, 0.02467346377670765, 1.680886170804613, 7.978920993408904, -11.560786619430864, -3.880199575577553, 0.7949315931534353, 0.3843587602171813, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478480209.6453, -120.09561596977174, -162.93202161372048, 55.40220518834467, -166.4424929602969, 89.97365163466026, -0.02813036146778347, -611.5003265288806, -728.0364545275344, 679.4659348652452, 45.16638326025776, 172.58284909779297, 5.7221548866431675, 0.2334595024585724, 6.948853015899658, 1.18367600440979, 0.2960815727710724, -0.0605621412396431, 0.02018737979233265, 1.14088175128875, 8.010544807605077, -10.643688381040324, -3.537257156853567, 0.5166561567278105, 0.3605411935478745, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478481209.6255, -120.09837536619642, -162.93270463263747, 55.40288820726167, -166.4452250359649, 89.97296861574326, -0.026081304716779646, -611.5363238854004, -727.9995447585143, 679.4504806639976, 45.17352598317703, 172.58077898985306, 5.726522958965664, 0.2471924126148224, 6.935120105743408, 1.1747087240219116, 0.3117828667163849, -0.0672912672162056, 0.02243042178452015, 1.2938855641811595, 8.603287880316268, -10.651631396611867, -3.50630489475367, 0.368464171845562, 0.39389207561322864, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478482210.3728, -120.09629898868874, -162.93543670830547, 55.40220518834467, -166.4438589981309, 89.97502450268342, -0.027447342550782197, -611.5209155123699, -728.0554851292956, 679.4059136308227, 45.16781818652908, 172.5795869840133, 5.728713990233287, 0.2334595024585724, 6.921387195587158, 1.1724668741226196, 0.3140259087085724, -0.0583190992474556, 0.01794433780014515, 1.560599734868036, 8.453623073205515, -10.333979842604084, -3.349104498580725, 0.47417810413401734, 0.3260580573276934, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478483211.0962, -120.09700932836242, -162.93338765155448, 55.401522169427665, -166.4473014134726, 89.97434148376642, -0.02539828579977837, -611.5210155196919, -728.0235875041043, 679.4245590058931, 45.17191662146108, 172.57860474009178, 5.732153034049493, 0.2288818657398224, 6.912231922149658, 1.1702251434326172, 0.2983246147632599, -0.0560760572552681, 0.02018737979233265, 1.3215472397916956, 8.102473900802842, -10.008812786159805, -3.401946002388181, 0.5284346555097484, 0.35810170527678326, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478484212.1404, -120.09769234727942, -162.93202161372048, 55.40083915051066, -166.4459080548819, 89.97434148376642, -0.026764323633780923, -611.52586181048, -728.013251034163, 679.4470228167027, 45.17103138327125, 172.5794261431436, 5.7290024169291, 0.1922607570886612, 6.958008289337158, 1.181434154510498, 0.2893524467945099, -0.0583190992474556, 0.0291595496237278, 1.6673528638377504, 7.6941275987748465, -10.941161678402812, -3.598530050395334, 0.6896062604521582, 0.4382276004407721, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478485213.0334, -120.09629898868874, -162.93131127404678, 55.401522169427665, -166.44180994137992, 89.97502450268342, -0.02813036146778347, -611.5054846325163, -728.0307457037455, 679.4754977150947, 45.16719923288636, 172.5814824945694, 5.720492639745187, 0.2197265923023224, 6.958008289337158, 1.192643165588379, 0.3229980766773224, -0.0605621412396431, 0.0269165076315403, 1.5936727539089341, 8.312358025553689, -10.842801001953548, -3.3223073155867935, 0.4346470312079559, 0.43358049230196527, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478486213.7773, -120.09561596977174, -162.93407067047147, 55.40220518834467, -166.4466183945556, 89.97502450268342, -0.02539828579977837, -611.5037858411088, -728.0429779682654, 679.4196985480581, 45.16976455870118, 172.57875137251872, 5.730868794618232, 0.2609253227710724, 6.925964832305908, 1.197126865386963, 0.3005676567554474, -0.0583190992474556, 0.0493469275534153, -0.03981196077531535, 8.040003450100906, -9.55653770010042, -3.3201865697173223, 0.20401928006227024, 0.8020177004279323, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478487215.253, -120.09629898868874, -162.93131127404678, 55.40428156585235, -166.4466183945556, 89.97227876663709, -0.02539828579977837, -611.4990617078444, -727.9972571586852, 679.4774632343884, 45.17167955383765, 172.5825006741311, 5.724803827176015, 0.2563476860523224, 6.939697742462158, 1.1724668741226196, 0.3028106987476349, -0.0650482252240181, 0.01570129580795765, 1.156108092130923, 8.547845283016313, -10.78754238075565, -3.600397117984651, 0.443761457478468, 0.3145884507108182, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478488215.4111, -120.09769234727942, -162.9306282551298, 55.40288820726167, -166.4459080548819, 89.97502450268342, -0.026081304716779646, -611.5116433726719, -727.9905675029847, 679.4823479780546, 45.17220737720718, 172.57958119292496, 5.723588041603738, 0.2334595024585724, 6.944275379180908, 1.179192304611206, 0.2960815727710724, -0.0583190992474556, 0.02018737979233265, 1.211691289196155, 8.095435110766362, -10.653443494520552, -3.539303229160936, 0.554675710087819, 0.36104693240779995, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478489218.116, -120.09837536619642, -162.93270463263747, 55.40357122617867, -166.4438589981309, 89.97365163466026, -0.026764323633780923, -611.5337630339839, -728.0005739417817, 679.4589012749238, 45.172534174592755, 172.5809886057848, 5.723151227600943, 0.2563476860523224, 6.930542469024658, 1.194885015487671, 0.2871094048023224, -0.0672912672162056, 0.0291595496237278, 0.14458899643434903, 7.668823942104103, -9.658002521692131, -3.4706018912824224, 0.24117370517547615, 0.513716491542956, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478490218.3052, -120.09905838511342, -162.93202161372048, 55.401522169427665, -166.4452250359649, 89.97227876663709, -0.02539828579977837, -611.5485158328074, -727.9929343336239, 679.4532595011482, 45.17565010819692, 172.5806835283908, 5.72783667976516, 0.2471924126148224, 6.935120105743408, 1.1769505739212036, 0.2983246147632599, -0.0628051832318306, 0.02018737979233265, 1.032488046774091, 8.25617996745833, -10.470137552788042, -3.5402293697508647, 0.4454896091206995, 0.37202773636254005, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478491218.988, -120.09769234727942, -162.93131127404678, 55.39947311267666, -166.4452250359649, 89.97365163466026, -0.026764323633780923, -611.5295072626732, -728.015898461115, 679.4523648497359, 45.17115756660647, 172.5800749834947, 5.729252023944476, 0.2288818657398224, 6.967163562774658, 1.1747087240219116, 0.3072967827320099, -0.0628051832318306, 0.02243042178452015, 1.7045987184556581, 8.583256085029642, -11.57331234151384, -3.6695292230568244, 0.5940277009088899, 0.37332559666067994, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478492220.5815, -120.09493295085474, -162.93338765155448, 55.40357122617867, -166.4438589981309, 89.97296861574326, -0.026764323633780923, -611.4949672029117, -728.042074098213, 679.4477246199986, 45.16745660253916, 172.58288088365842, 5.724535270044327, 0.2243042290210724, 6.953430652618408, 1.1769505739212036, 0.3050537407398224, -0.0605621412396431, 0.02018737979233265, 1.623995174274503, 8.32067253188553, -11.072450186701811, -3.5572670985810033, 0.5776786152060679, 0.34379102833129616, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478493224.2078, -120.09629898868874, -162.93131127404678, 55.40357122617867, -166.4438589981309, 89.97434148376642, -0.02813036146778347, -611.4974771891357, -728.0129209554572, 679.4817045307141, 45.16732607042951, 172.58214695448086, 5.720793828862358, 0.2517700493335724, 6.944275379180908, 1.179192304611206, 0.3117828667163849, -0.0695343092083931, 0.0336456336081028, 1.0369786478788179, 8.674131842974665, -10.778646341057836, -3.557012780785471, 0.30390723752908355, 0.551200751485804, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478494225.2588, -120.09356691302074, -162.9306282551298, 55.401522169427665, -166.44454201704792, 89.97296861574326, -0.026764323633780923, -611.4698553017712, -728.0435004798326, 679.4781715937479, 45.165383269820566, 172.5834892793924, 5.724529575924343, 0.2288818657398224, 6.962585926055908, 1.179192304611206, 0.3050537407398224, -0.0695343092083931, 0.01794433780014515, 1.5969488081247183, 8.351314860646237, -11.272665735066882, -3.648453221876337, 0.49152731356295587, 0.3093152888699931, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478495225.597, -120.09493295085474, -162.9306282551298, 55.40083915051066, -166.4459080548819, 89.97296861574326, -0.024715266882777098, -611.4896387331574, -728.0279693067397, 679.4697476201117, 45.17036062799654, 172.58156339774266, 5.72761082805678, 0.2426147758960724, 6.884766101837158, 1.2016104459762573, 0.2691650688648224, -0.0583190992474556, 0.01794433780014515, -0.26424161192325923, 6.589388963234816, -7.930695326233432, -3.158456955361415, 0.24351009740596108, 0.36902776092460216, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478496226.3193, -120.09700932836242, -162.93131127404678, 55.40015613159366, -166.44317597921392, 89.97365163466026, -0.026764323633780923, -611.5216863068317, -728.0246381274184, 679.4628736165156, 45.170363196232074, 172.5811630200952, 5.725176962779143, 0.2609253227710724, 6.912231922149658, 1.1545324325561523, 0.2781372368335724, -0.0583190992474556, 0.0358886756002903, 0.626802765078012, 8.509228449014262, -10.35565873744062, -3.7706264100021345, 0.5360548732769649, 0.6037902081221259, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478497226.5288, -120.09561596977174, -162.93202161372048, 55.40428156585235, -166.44454201704792, 89.97502450268342, -0.026764323633780923, -611.4887900398192, -728.0204126532087, 679.4723310942976, 45.168191745923366, 172.58109999158424, 5.721570389635103, 0.2243042290210724, 6.948853015899658, 1.197126865386963, 0.3005676567554474, -0.0650482252240181, 0.0403747595846653, 0.8040154472639608, 7.809504080548411, -10.243400934542464, -3.428671517995266, 0.3329208256239277, 0.6281630096729959, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478498227.0935, -120.10042442294743, -162.93270463263747, 55.40288820726167, -166.44454201704792, 89.97365163466026, -0.026764323633780923, -611.5609780754073, -727.9807950253121, 679.4526102307641, 45.175489818670194, 172.57971542706267, 5.725150130089222, 0.2334595024585724, 6.958008289337158, 1.1702251434326172, 0.2871094048023224, -0.0583190992474556, 0.0269165076315403, 1.263468140059756, 8.299359726854748, -11.283218379132288, -3.775794345724563, 0.6700879801983671, 0.44847794413165476, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478499228.4597, -120.09769234727942, -162.93270463263747, 55.40083915051066, -166.4466183945556, 89.97365163466026, -0.026764323633780923, -611.5297634331914, -728.0161594871115, 679.433652869935, 45.171052476877925, 172.5796579389192, 5.731379373742713, 0.2380371391773224, 6.935120105743408, 1.1679832935333252, 0.2848663628101349, -0.0628051832318306, 0.0695343092083931, 0.5212500330799956, 8.495479215634205, -10.658064680993666, -3.785508792631028, 0.42774095643485466, 1.0357616145007644, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478500229.0632, -120.09424993193774, -162.93131127404678, 55.40220518834467, -166.4452250359649, 89.97502450268342, -0.02539828579977837, -611.4751754217676, -728.0382009431452, 679.469102982621, 45.168035575790086, 172.5805771881299, 5.724692847842283, 0.2609253227710724, 6.953430652618408, 1.179192304611206, 0.3028106987476349, -0.0583190992474556, 0.02243042178452015, 0.9253443368732768, 8.563535367039158, -10.977177861732558, -3.5927840461467566, 0.49234444828291996, 0.4192435985546712, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478501229.1577, -120.09561596977174, -162.93131127404678, 55.401522169427665, -166.4452250359649, 89.97365163466026, -0.024715266882777098, -611.4987926485294, -728.0251991923625, 679.4648873321376, 45.171319122028535, 172.5808283759468, 5.726281740642934, 0.2334595024585724, 6.921387195587158, 1.18367600440979, 0.2938385307788849, -0.0583190992474556, 0.02018737979233265, 0.9242537654013955, 7.764525472829766, -9.806857306937061, -3.3763838118893887, 0.4474900104317211, 0.36781185373008285, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478502231.0125, -120.09905838511342, -162.9306282551298, 55.40288820726167, -166.4424929602969, 89.97502450268342, -0.02539828579977837, -611.5348485841408, -727.9844156325292, 679.4928846625794, 45.17557487109012, 172.57973967150107, 5.718456554745322, 0.2151489406824112, 6.861877918243408, 1.18367600440979, 0.2915954887866974, -0.0628051832318306, 0.0269165076315403, 0.7137226682103182, 7.165365553633531, -8.017602078056601, -3.0545652848385636, 0.2163735688612479, 0.44575499540058094, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478503230.8914, -120.09769234727942, -162.93202161372048, 55.40083915051066, -166.44317597921392, 89.97365163466026, -0.024715266882777098, -611.5338628005852, -728.0181249451903, 679.4554210967877, 45.1744937270895, 172.5801162227823, 5.725246703725764, 0.2426147758960724, 6.967163562774658, 1.194885015487671, 0.2960815727710724, -0.0628051832318306, 0.02018737979233265, 0.8602421191529157, 7.931443066241449, -10.823118842503492, -3.564465328128014, 0.4603268530733648, 0.3713835614860336, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478504232.7158, -120.09493295085474, -162.93270463263747, 55.40428156585235, -166.44454201704792, 89.97434148376642, -0.02813036146778347, -611.483546308062, -728.0333108163961, 679.4611706964339, 45.165179887140305, 172.58231770250117, 5.722865405150029, 0.2151489406824112, 6.930542469024658, 1.181434154510498, 0.2893524467945099, -0.0650482252240181, 0.02467346377670765, 1.194491528142258, 7.664816042888846, -10.119343655484213, -3.5042433477596937, 0.46845668494927606, 0.4007425097791077, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478505235.3037, -120.09629898868874, -162.93270463263747, 55.401522169427665, -166.44317597921392, 89.97365163466026, -0.027447342550782197, -611.5142400671828, -728.0365173929318, 679.4484715358951, 45.16827697334427, 172.5816988296138, 5.725217299025737, 0.1922607570886612, 6.939697742462158, 1.192643165588379, 0.2960815727710724, -0.0628051832318306, 0.0314025916159153, 1.3874821247740001, 7.416279816507242, -10.084086471132135, -3.371627485608103, 0.4743854103155685, 0.4719476307954368, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478506236.6204, -120.09837536619642, -162.93407067047147, 55.40288820726167, -166.4438589981309, 89.97434148376642, -0.026081304716779646, -611.5416555096634, -728.0163168227198, 679.4323956810575, 45.17328194075236, 172.57947109501464, 5.725930868611447, 0.2426147758960724, 6.953430652618408, 1.1881595849990845, 0.2736511528491974, -0.0583190992474556, 0.02018737979233265, 0.5314289979336846, 7.554052043952074, -10.452042698988427, -3.665694804541825, 0.564930516974419, 0.3800379112251945, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478507238.504, -120.09769234727942, -162.93131127404678, 55.40083915051066, -166.4452250359649, 89.97502450268342, -0.026081304716779646, -611.5225586035516, -728.0096103807941, 679.4607467816679, 45.17204531932018, 172.5789526785924, 5.726643291992589, 0.2334595024585724, 6.967163562774658, 1.1545324325561523, 0.2803802788257599, -0.0628051832318306, 0.01794433780014515, 1.6821090424929126, 8.577287748910182, -12.013972256699585, -4.036548121525493, 0.8015448949473764, 0.31330733471574274, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
1648478508238.4346, -120.09769234727942, -162.9306282551298, 55.401522169427665, -166.44454201704792, 89.97296861574326, -0.02539828579977837, -611.5237842580647, -727.9986222342798, 679.478155494609, 45.17363184903512, 172.58124084742906, 5.724470056372292, 0.2746582329273224, 6.958008289337158, 1.179192304611206, 0.3095398247241974, -0.0672912672162056, 0.0358886756002903, 0.6943370038845201, 8.952971675241157, -11.16743907175823, -3.6749938821568318, 0.3193177518900906, 0.6079422714223046, 0, 0, 0, 0, 0, 0, b00000000, b00000000, 
