6.6683,-119.9514,-162.7356,55.7709,-166.6272,89.9956,0,-607.2356,-725.367,684.3404,45.0175,172.7295,5.1491,-1.0666,7.6218,1.5558,0.28935,0.053833,0.02243,6.5363,-4.1671,-18.5767,-2.1547,3.346,-0.169,0,0,0,0,0,0,0,00000000,00000000
17.4637,-119.9631,-162.7342,55.7716,-166.6306,89.9984,-0.0041154,-607.3586,-725.225,684.3561,45.0282,172.7232,5.1497,-1.0071,7.6584,1.5693,0.27141,0.047104,0.02243,5.3356,-4.1585,-19.0755,-2.4726,3.2288,-0.11034,0,0,0,0,0,0,0,00000000,00000000
27.0584,-119.9679,-162.7342,55.7688,-166.6306,89.9963,-0.0027494,-607.4348,-725.1862,684.3394,45.0376,172.7217,5.1546,-1.0391,7.6492,1.5805,0.27589,0.060562,0.017944,5.7841,-4.8172,-18.4778,-2.1334,3.3753,-0.19974,0,0,0,0,0,0,0,00000000,00000000
32.0294,-119.9796,-162.7356,55.7716,-166.6285,89.9956,-0.002039,-607.5857,-725.0622,684.3403,45.0566,172.7182,5.1495,-0.99792,7.6767,1.5581,0.2916,0.060562,0.02243,6.1435,-3.3905,-20.1502,-2.4603,3.4817,-0.12058,0,0,0,0,0,0,0,00000000,00000000
40.0521,-119.9858,-162.737,55.7716,-166.6292,89.9956,-0.002039,-607.6698,-725.0061,684.316,45.0658,172.715,5.1524,-0.96588,7.6767,1.5558,0.28038,0.060562,0.026917,5.5604,-3.3088,-20.13,-2.5965,3.4522,-0.029746,0,0,0,0,0,0,0,00000000,00000000
47.0106,-119.9906,-162.7335,55.7688,-166.6292,89.9977,-0.001356,-607.7187,-724.9445,684.3548,45.0736,172.711,5.1505,-0.92468,7.6447,1.5558,0.28487,0.069534,0.02243,4.9613,-3.1757,-19.2078,-2.3637,3.3498,-0.041401,0,0,0,0,0,0,0,00000000,00000000
55.009,-119.9947,-162.7356,55.7688,-166.6313,89.9977,-0.001356,-607.7775,-724.9129,684.3151,45.0795,172.7081,5.1566,-0.83771,7.7133,1.5424,0.28262,0.069534,0.02243,6.6558,-2.9596,-21.6808,-2.8171,3.857,-0.13189,0,0,0,0,0,0,0,00000000,00000000
63.0298,-119.9981,-162.7342,55.7709,-166.6292,89.997,-0.0027494,-607.8105,-724.8587,684.3563,45.0831,172.7094,5.1485,-0.79193,7.6904,1.567,0.31178,0.065048,0.024673,9.8457,-5.1058,-20.4573,-1.9807,4.0359,-0.34176,0,0,0,0,0,0,0,00000000,00000000
71.0228,-119.9988,-162.7342,55.7681,-166.6299,89.9984,-0.000673,-607.8264,-724.8657,684.3375,45.0867,172.7061,5.1531,-0.59967,7.7133,1.5424,0.28487,0.058319,0.026917,11.1107,-5.4312,-21.7346,-2.476,4.4462,-0.40274,0,0,0,0,0,0,0,00000000,00000000
79.0368,-119.9995,-162.7363,55.7695,-166.6285,89.9984,-0.001356,-607.8418,-724.8717,684.3169,45.0868,172.7062,5.152,-0.21973,7.7042,1.5648,0.30281,0.056076,0.013458,9.079,-4.7014,-20.8598,-2.2595,3.9084,-0.43951,0,0,0,0,0,0,0,00000000,00000000
87.0092,-119.9988,-162.737,55.7675,-166.6285,89.997,-0.001356,-607.8465,-724.8946,684.2932,45.0858,172.707,5.1567,0.37537,7.6218,1.5558,0.28935,0.056076,0.024673,2.9717,-2.1433,-18.5491,-2.4607,2.7879,0.11847,0,0,0,0,0,0,0,00000000,00000000
95.1239,-119.9967,-162.7356,55.7688,-166.6278,89.9984,-0.002039,-607.8061,-724.9014,684.3258,45.0817,172.7078,5.1511,0.56763,7.6538,1.5827,0.2916,0.047104,0.02243,3.6382,-3.1617,-18.6513,-2.3385,2.7901,0.015902,0,0,0,0,0,0,0,00000000,00000000
103.0567,-119.9913,-162.7335,55.7716,-166.6285,89.9977,-0.002039,-607.7187,-724.9237,684.3737,45.0739,172.712,5.1453,0.71869,7.576,1.5805,0.29608,0.05159,0.011215,5.1083,-4.6038,-16.4558,-1.6765,2.8682,-0.24486,0,0,0,0,0,0,0,00000000,00000000
113.0754,-119.9913,-162.7335,55.7695,-166.6272,89.9997,-0.0034324,-607.7209,-724.9426,684.3656,45.0713,172.7104,5.1454,0.83771,7.5806,1.5603,0.28711,0.05159,0.020187,5.9491,-4.5183,-17.1833,-1.9131,3.1204,-0.17618,0,0,0,0,0,0,0,00000000,00000000
120.0461,-119.981,-162.7363,55.7702,-166.6299,89.9984,-0.0034324,-607.6005,-725.0623,684.3168,45.0558,172.7146,5.1534,0.86975,7.6035,1.5558,0.29608,0.05159,0.024673,5.9131,-3.8089,-18.0809,-2.0734,3.1338,-0.095721,0,0,0,0,0,0,0,00000000,00000000
127.0134,-119.9803,-162.737,55.7702,-166.6299,89.9984,0,-607.599,-725.0731,684.3056,45.0599,172.7134,5.1545,0.92926,7.5851,1.5491,0.29608,0.053833,0.024673,5.1371,-3.2983,-17.7487,-2.09,3.004,-0.035582,0,0,0,0,0,0,0,00000000,00000000
137.0262,-119.9686,-162.7342,55.7716,-166.6292,89.9997,-0.001356,-607.4299,-725.1705,684.3605,45.0404,172.7189,5.147,0.98877,7.5668,1.5715,0.28487,0.053833,0.031403,3.4262,-3.7257,-16.3749,-1.9273,2.6684,0.13288,0,0,0,0,0,0,0,00000000,00000000
143.0572,-119.9617,-162.7349,55.7695,-166.6292,89.9991,-0.001356,-607.3543,-725.26,684.337,45.03,172.7217,5.1515,0.97046,7.5714,1.576,0.27141,0.047104,0.026917,3.6097,-4.3559,-16.2595,-1.9957,2.6986,0.040096,0,0,0,0,0,0,0,00000000,00000000
152.0443,-119.9487,-162.7363,55.7688,-166.6285,89.9977,-0.0041154,-607.1995,-725.4153,684.3126,45.0065,172.729,5.1543,1.0071,7.5806,1.5446,0.29384,0.05159,0.024673,4.3373,-2.777,-17.7339,-2.2124,2.8599,0.021994,0,0,0,0,0,0,0,00000000,00000000
160.0233,-119.9384,-162.7342,55.7702,-166.6292,89.997,-0.0047984,-607.0546,-725.497,684.3522,44.9903,172.7351,5.1507,0.99335,7.5943,1.5782,0.2916,0.044861,0.017944,4.0694,-3.8515,-17.0296,-1.9856,2.6945,-0.085498,0,0,0,0,0,0,0,00000000,00000000
168.0017,-119.926,-162.7356,55.7716,-166.6265,89.997,-0.001356,-606.9082,-725.6364,684.3467,44.9772,172.7398,5.1469,1.0712,7.5806,1.5536,0.2916,0.049347,0.02243,3.3754,-2.6419,-17.4166,-2.2208,2.664,0.048822,0,0,0,0,0,0,0,00000000,00000000
176.0535,-119.9116,-162.7349,55.7723,-166.6306,89.9949,-0.001356,-606.7189,-725.7662,684.3491,44.9557,172.747,5.1522,1.0757,7.5256,1.5558,0.28935,0.047104,0.015701,3.0979,-3.2165,-15.6898,-1.8902,2.4607,-0.038672,0,0,0,0,0,0,0,00000000,00000000
183.0359,-119.8972,-162.7335,55.7695,-166.6278,89.9956,-0.0041154,-606.5377,-725.9327,684.3634,44.9299,172.7538,5.1501,1.1444,7.5394,1.5693,0.28487,0.047104,0.026917,1.7007,-2.9322,-15.6165,-1.9774,2.2453,0.19017,0,0,0,0,0,0,0,00000000,00000000
191.041,-119.8814,-162.7356,55.7729,-166.632,89.9997,-0.0027494,-606.322,-726.0917,684.338,44.9073,172.7553,5.1528,1.2405,7.5439,1.5693,0.29384,0.047104,0.033646,0.4022,-1.8754,-15.8144,-2.0832,1.9898,0.37998,0,0,0,0,0,0,0,00000000,00000000
199.0343,-119.8608,-162.7349,55.7695,-166.6299,89.997,-0.0047984,-606.0764,-726.326,684.3348,44.8738,172.767,5.1553,1.3138,7.5439,1.567,0.30281,0.05159,0.020187,-0.2553,-1.1443,-15.9513,-2.0895,1.8972,0.27029,0,0,0,0,0,0,0,00000000,00000000
207.0673,-119.845,-162.7349,55.7709,-166.6306,89.9984,-0.000673,-605.8716,-726.483,684.3409,44.8561,172.771,5.1542,1.3458,7.5485,1.5424,0.30057,0.053833,0.020187,-0.089489,-0.29843,-16.8707,-2.3874,2.0445,0.28618,0,0,0,0,0,0,0,00000000,00000000
215.009,-119.8223,-162.7363,55.7702,-166.6306,89.9984,0,-605.5936,-726.7377,684.3145,44.8229,172.7797,5.1577,1.2543,7.4936,1.5805,0.27589,0.056076,0.031403,-0.26313,-2.9997,-13.8044,-1.7248,1.917,0.36286,0,0,0,0,0,0,0,00000000,00000000
