4.6002,-119.9336,-162.7335,55.7702,-166.6299,89.9963,-0.000673,-606.9956,-725.537,684.3611,44.9895,172.7362,5.1512,-1.1581,7.2556,1.6298,0.29384,0.0089722,0.020187,4.0567,-9.3508,-5.3079,0.56496,1.2502,-0.23236,0,0,0,0,0,0,0,00000000,00000000
9.2869,-119.9466,-162.7321,55.7716,-166.6272,89.9963,0,-607.1542,-725.386,684.4005,45.0105,172.7321,5.1427,-1.1581,7.251,1.6298,0.28935,0.0089722,0.0089722,4.2206,-9.6304,-5.1347,0.59324,1.2972,-0.39368,0,0,0,0,0,0,0,00000000,00000000
15.9986,-119.9583,-162.737,55.7688,-166.6306,89.9984,-0.000673,-607.3237,-725.3126,684.295,45.0257,172.7223,5.1581,-1.1215,7.2556,1.6365,0.28711,0.0089722,0.035889,3.2572,-9.3647,-5.0321,0.53035,1.1273,0.011875,0,0,0,0,0,0,0,00000000,00000000
24.0397,-119.9679,-162.737,55.7702,-166.6313,89.997,-0.000673,-607.4432,-725.1991,684.3013,45.0405,172.7197,5.1574,-1.149,7.2372,1.6186,0.29832,0.0044861,0.02243,4.4824,-9.2224,-5.167,0.58528,1.2292,-0.22654,0,0,0,0,0,0,0,00000000,00000000
31.0428,-119.9748,-162.7363,55.7716,-166.6292,89.9977,-0.000673,-607.5237,-725.1191,684.3271,45.051,172.7174,5.1508,-1.062,7.2739,1.6231,0.28038,0.002243,0.017944,3.1009,-8.7626,-5.9559,0.17704,1.1616,-0.19884,0,0,0,0,0,0,0,00000000,00000000
39.0106,-119.9823,-162.7363,55.7729,-166.6299,89.9977,0,-607.6144,-725.0292,684.3332,45.0634,172.7142,5.1496,-0.98877,7.2372,1.6298,0.30057,0.0067291,0.020187,2.0023,-8.1821,-4.8015,0.51809,0.8047,-0.084972,0,0,0,0,0,0,0,00000000,00000000
47.1071,-119.9913,-162.7335,55.7702,-166.6306,89.9956,-0.0027494,-607.7243,-724.9238,684.3589,45.073,172.7132,5.1513,-0.86975,7.2876,1.6029,0.28935,0.0089722,0.017944,0.98725,-6.3631,-7.0737,-0.24808,0.93584,-0.0062402,0,0,0,0,0,0,0,00000000,00000000
56.1775,-119.9967,-162.737,55.7709,-166.6306,89.9991,0,-607.8025,-724.8936,684.3076,45.0845,172.7058,5.1539,-0.89264,7.2647,1.5984,0.28262,0.011215,0.017944,2.3563,-7.4152,-6.4962,-0.048547,1.1763,-0.11139,0,0,0,0,0,0,0,00000000,00000000
63.1127,-119.9988,-162.7349,55.7702,-166.6306,89.9963,0,-607.8277,-724.8546,684.3367,45.0882,172.7079,5.153,-0.8194,7.2693,1.6007,0.29832,0.0089722,0.017944,5.5867,-8.8251,-6.7096,0.30416,1.599,-0.33192,0,0,0,0,0,0,0,00000000,00000000
72.0016,-119.9974,-162.7363,55.7702,-166.6285,89.9984,-0.001356,-607.8133,-724.8898,684.321,45.0837,172.7073,5.151,-0.72784,7.2739,1.5984,0.27141,0.0044861,0.020187,7.838,-10.7809,-6.7223,0.28929,2.0833,-0.49222,0,0,0,0,0,0,0,00000000,00000000
